account_id,received_cs_touch,is_pilot
acc_1396,1,0
acc_1397,0,0
acc_1398,0,0
acc_1399,0,1
acc_1400,0,0
acc_1401,1,0
acc_1402,1,0
acc_1403,0,0
acc_1404,0,1
acc_1405,1,0
acc_1406,1,1
acc_1407,0,0
acc_1408,0,0
acc_1409,0,0
acc_1410,0,0
acc_1411,0,0
acc_1412,0,0
acc_1413,0,0
acc_1414,0,0
acc_1415,0,0
acc_1416,1,0
acc_1417,0,0
acc_1418,1,0
acc_1419,0,0
acc_1420,1,0
acc_1421,1,0
acc_1422,1,0
acc_1423,1,0
acc_1424,0,0
acc_1425,1,0
acc_1426,1,0
acc_1427,0,0
acc_1428,1,0
acc_1429,0,0
acc_1430,1,0
acc_1431,1,0
acc_1432,1,0
acc_1433,0,1
acc_1434,1,1
acc_1435,1,0
acc_1436,0,0
acc_1437,0,0
acc_1438,0,0
acc_1439,1,0
acc_1440,1,0
acc_1441,1,0
acc_1442,0,0
acc_1443,1,0
acc_1444,1,0
acc_1445,0,0
acc_1446,0,1
acc_1447,0,0
acc_1448,0,1
acc_1449,0,0
acc_1450,0,0
acc_1451,1,0
acc_1452,0,0
acc_1453,0,0
acc_1454,1,0
acc_1455,1,0
acc_1456,1,0
acc_1457,0,0
acc_1458,0,0
acc_1459,1,0
acc_1460,0,0
acc_1461,0,0
acc_1462,0,0
acc_1463,1,0
acc_1464,0,0
acc_1465,0,1
acc_1466,0,0
acc_1467,0,1
acc_1468,0,0
acc_1469,0,0
acc_1470,1,0
acc_1471,0,0
acc_1472,0,0
acc_1473,0,0
acc_1474,0,1
acc_1475,0,0
acc_1476,0,0
acc_1477,0,0
acc_1478,1,0
acc_1479,0,0
acc_1480,0,1
acc_1481,1,0
acc_1482,0,0
acc_1483,1,0
acc_1484,0,0
acc_1485,0,0
acc_1486,1,0
acc_1487,1,0
acc_1488,0,0
acc_1489,0,0
acc_1490,1,0
acc_1491,0,1
acc_1492,1,0
acc_1493,1,0
acc_1494,1,0
acc_1495,0,0
acc_1496,1,1
acc_1497,0,0
acc_1498,0,1
acc_1499,0,0
acc_1500,0,0
acc_1501,0,0
acc_1502,0,0
acc_1503,0,0
acc_1504,0,0
acc_1505,0,0
acc_1506,0,0
acc_1507,0,0
acc_1508,0,0
acc_1509,0,0
acc_1510,0,0
acc_1511,1,0
acc_1512,1,0
acc_1513,1,0
acc_1514,0,0
acc_1515,0,0
acc_1516,1,0
acc_1517,0,0
acc_1518,1,0
acc_1519,0,0
acc_1520,1,0
acc_1521,0,0
acc_1522,0,0
acc_1523,0,0
acc_1524,0,0
acc_1525,1,1
acc_1526,0,0
acc_1527,0,0
acc_1528,0,0
acc_1529,0,0
acc_1530,0,0
acc_1531,1,0
acc_1532,1,0
acc_1533,1,0
acc_1534,0,0
acc_1535,0,0
acc_1536,1,0
acc_1537,1,0
acc_1538,0,1
acc_1539,0,0
acc_1540,0,0
acc_1541,0,0
acc_1542,1,0
acc_1543,0,0
acc_1544,0,0
acc_1545,0,0
acc_1546,1,0
acc_1547,0,0
acc_1548,1,0
acc_1549,1,0
acc_1550,1,0
acc_1551,0,0
acc_1552,1,1
acc_1553,1,1
acc_1554,0,0
acc_1555,1,0
acc_1556,0,0
acc_1557,0,0
acc_1558,1,0
acc_1559,0,0
acc_1560,1,0
acc_1561,0,0
acc_1562,1,0
acc_1563,1,0
acc_1564,1,0
acc_1565,0,0
acc_1566,1,0
acc_1567,0,0
acc_1568,0,0
acc_1569,0,0
acc_1570,0,0
acc_1571,0,0
acc_1572,0,1
acc_1573,1,0
acc_1574,0,0
acc_1575,1,0
acc_1576,1,0
acc_1577,1,0
acc_1578,0,0
acc_1579,1,0
acc_1580,0,0
acc_1581,0,0
acc_1582,0,0
acc_1583,0,0
acc_1584,1,0
acc_1585,0,0
acc_1586,1,1
acc_1587,0,0
acc_1588,0,0
acc_1589,1,0
acc_1590,0,0
acc_1591,0,0
acc_1592,0,0
acc_1593,1,0
acc_1594,0,1
acc_1595,0,0
acc_1596,1,0
acc_1597,1,0
acc_1598,0,0
acc_1599,1,0
acc_1600,1,0
acc_1601,0,1
acc_1602,1,0
acc_1603,1,1
acc_1604,1,0
acc_1605,1,0
acc_1606,1,0
acc_1607,0,0
acc_1608,1,0
acc_1609,1,0
acc_1610,0,1
acc_1611,1,0
acc_1612,1,1
acc_1613,0,0
acc_1614,0,0
acc_1615,0,0
acc_1616,0,0
acc_1617,1,0
acc_1618,0,0
acc_1619,1,0
acc_1620,1,1
acc_1621,1,0
acc_1622,1,0
acc_1623,1,1
acc_1624,1,0
acc_1625,0,0
acc_1626,0,0
acc_1627,0,0
acc_1628,1,0
acc_1629,0,0
acc_1630,0,0
acc_1631,1,0
acc_1632,1,0
acc_1633,0,0
acc_1634,1,0
acc_1635,1,0
acc_1636,1,0
acc_1637,0,0
acc_1638,0,0
acc_1639,1,0
acc_1640,0,0
acc_1641,0,0
acc_1642,0,0
acc_1643,0,0
acc_1644,1,0
acc_1645,0,0
acc_1646,1,0
acc_1647,1,0
acc_1648,1,1
acc_1649,0,0
acc_1650,0,0
acc_1651,1,0
acc_1652,1,0
acc_1653,0,0
acc_1654,1,1
acc_1655,1,1
acc_1656,0,0
acc_1657,0,0
acc_1658,1,0
acc_1659,0,0
acc_1660,1,0
acc_1661,0,0
acc_1662,0,0
acc_1663,0,0
acc_1664,0,0
acc_1665,1,0
acc_1666,0,0
acc_1667,1,0
acc_1668,1,0
acc_1669,0,0
acc_1670,1,0
acc_1671,0,0
acc_1672,0,0
acc_1673,0,0
acc_1674,0,0
acc_1675,1,0
acc_1676,0,0
acc_1677,0,0
acc_1678,0,0
acc_1679,0,0
acc_1680,0,0
acc_1681,1,0
acc_1682,0,0
acc_1683,0,0
acc_1684,1,1
acc_1685,1,0
acc_1686,1,0
acc_1687,1,0
acc_1688,1,1
acc_1689,1,0
acc_1690,1,0
acc_1691,1,0
acc_1692,1,0
acc_1693,0,0
acc_1694,0,0
acc_1695,1,0
acc_1696,0,0
acc_1697,0,0
acc_1698,0,0
acc_1699,1,0
acc_1700,0,0
acc_1701,1,1
acc_1702,1,0
acc_1703,0,0
acc_1704,0,0
acc_1705,0,0
acc_1706,1,0
acc_1707,1,0
acc_1708,1,0
acc_1709,1,0
acc_1710,0,0
acc_1711,0,0
acc_1712,0,0
acc_1713,0,0
acc_1714,0,0
acc_1715,0,0
acc_1716,1,1
acc_1717,1,0
acc_1718,0,0
acc_1719,1,0
acc_1720,0,0
acc_1721,1,0
acc_1722,0,0
acc_1723,0,0
acc_1724,1,0
acc_1725,0,0
acc_1726,1,0
acc_1727,0,0
acc_1728,0,0
acc_1729,1,1
acc_1730,0,0
acc_1731,0,0
acc_1732,0,0
acc_1733,1,0
acc_1734,1,0
acc_1735,1,0
acc_1736,0,0
acc_1737,1,0
acc_1738,0,0
acc_1739,0,0
acc_1740,0,0
acc_1741,1,0
acc_1742,0,0
acc_1743,1,1
acc_1744,0,0
acc_1745,0,0
acc_1746,1,0
acc_1747,1,0
acc_1748,0,0
acc_1749,0,0
acc_1750,0,0
acc_1751,1,0
acc_1752,0,0
acc_1753,0,0
acc_1754,0,0
acc_1755,1,0
acc_1756,0,0
acc_1757,1,0
acc_1758,0,0
acc_1759,1,0
acc_1760,0,0
acc_1761,1,0
acc_1762,0,0
acc_1763,0,1
acc_1764,0,0
acc_1765,1,0
acc_1766,0,0
acc_1767,1,0
acc_1768,0,0
acc_1769,0,1
acc_1770,1,0
acc_1771,0,0
acc_1772,1,0
acc_1773,1,0
acc_1774,1,0
acc_1775,1,1
acc_1776,1,0
acc_1777,0,1
acc_1778,0,0
acc_1779,1,0
acc_1780,0,0
acc_1781,1,0
acc_1782,1,0
acc_1783,0,0
acc_1784,1,0
acc_1785,1,0
acc_1786,1,0
acc_1787,0,0
acc_1788,0,0
acc_1789,1,0
acc_1790,1,0
acc_1791,0,0
acc_1792,1,0
acc_1793,1,0
acc_1794,0,0
acc_1795,0,0
acc_1796,0,0
acc_1797,0,0
acc_1798,1,0
acc_1799,0,0
acc_1800,1,1
acc_1801,0,0
acc_1802,0,0
acc_1803,1,0
acc_1804,1,0
acc_1805,0,0
acc_1806,0,0
acc_1807,1,0
acc_1808,1,0
acc_1809,1,1
acc_1810,1,0
acc_1811,0,0
acc_1812,1,0
acc_1813,1,0
acc_1814,1,0
acc_1815,0,0
acc_1816,0,0
acc_1817,1,0
acc_1818,0,0
acc_1819,0,0
acc_1820,0,0
acc_1821,0,0
acc_1822,0,0
acc_1823,1,0
acc_1824,0,0
acc_1825,0,0
acc_1826,0,0
acc_1827,1,0
acc_1828,1,0
acc_1829,0,1
acc_1830,0,1
acc_1831,0,0
acc_1832,1,0
acc_1833,1,1
acc_1834,1,0
acc_1835,0,0
acc_1836,1,0
acc_1837,0,0
acc_1838,0,0
acc_1839,0,0
acc_1840,0,1
acc_1841,1,0
acc_1842,0,0
acc_1843,0,0
acc_1844,0,0
acc_1845,0,0
acc_1846,0,0
acc_1847,1,0
acc_1848,0,0
acc_1849,1,0
acc_1850,1,0
acc_1851,0,0
acc_1852,0,0
acc_1853,1,1
acc_1854,0,1
acc_1855,1,0
acc_1856,0,0
acc_1857,0,0
acc_1858,0,0
acc_1859,0,0
acc_1860,1,0
acc_1861,0,0
acc_1862,1,0
acc_1863,0,0
acc_1864,1,0
acc_1865,1,1
acc_1866,0,0
acc_1867,0,1
acc_1868,0,0
acc_1869,1,0
acc_1870,1,0
acc_1871,0,0
acc_1872,1,0
acc_1873,0,0
acc_1874,0,0
acc_1875,0,0
acc_1876,1,0
acc_1877,0,0
acc_1878,1,0
acc_1879,1,0
acc_1880,1,0
acc_1881,0,0
acc_1882,1,0
acc_1883,0,0
acc_1884,0,0
acc_1885,0,0
acc_1886,0,0
acc_1887,1,0
acc_1888,0,1
acc_1889,1,0
acc_1890,0,1
acc_1891,1,0
acc_1892,0,0
acc_1893,0,0
acc_1894,0,0
acc_1895,0,0
acc_1896,0,0
acc_1897,1,0
acc_1898,0,0
acc_1899,0,0
acc_1900,1,0
acc_1901,0,0
acc_1902,1,0
acc_1903,1,1
acc_1904,0,0
acc_1905,0,0
acc_1906,0,0
acc_1907,0,0
acc_1908,0,0
acc_1909,1,0
acc_1910,0,0
acc_1911,0,0
acc_1912,0,0
acc_1913,0,0
acc_1914,0,0
acc_1915,1,0
acc_1916,0,1
acc_1917,0,0
acc_1918,0,0
acc_1919,0,0
acc_1920,1,0
acc_1921,1,0
acc_1922,0,1
acc_1923,0,0
acc_1924,0,0
acc_1925,1,0
acc_1926,0,0
acc_1927,1,0
acc_1928,1,0
acc_1929,0,0
acc_1930,0,0
acc_1931,1,0
acc_1932,0,0
acc_1933,1,0
acc_1934,1,0
acc_1935,1,0
acc_1936,0,0
acc_1937,0,0
acc_1938,1,0
acc_1939,1,0
acc_1940,1,0
acc_1941,0,0
acc_1942,1,0
acc_1943,1,0
acc_1944,0,0
acc_1945,0,0
acc_1946,1,0
acc_1947,0,0
acc_1948,0,0
acc_1949,0,0
acc_1950,1,0
acc_1951,0,1
acc_1952,0,1
acc_1953,0,0
acc_1954,1,0
acc_1955,0,0
acc_1956,0,0
acc_1957,0,0
acc_1958,0,0
acc_1959,0,0
acc_1960,0,0
acc_1961,1,0
acc_1962,0,0
acc_1963,0,0
acc_1964,0,0
acc_1965,1,0
acc_1966,1,0
acc_1967,0,0
acc_1968,1,0
acc_1969,0,0
acc_1970,0,0
acc_1971,1,0
acc_1972,0,0
acc_1973,1,0
acc_1974,0,0
acc_1975,1,0
acc_1976,0,0
acc_1977,1,0
acc_1978,0,1
acc_1979,0,0
acc_1980,0,0
acc_1981,0,1
acc_1982,1,1
acc_1983,0,0
acc_1984,0,0
acc_1985,0,1
acc_1986,0,0
acc_1987,0,0
acc_1988,0,0
acc_1989,0,0
acc_1990,0,0
acc_1991,1,0
acc_1992,0,0
acc_1993,0,0
acc_1994,0,0
acc_1995,1,0
acc_1996,1,0
acc_1997,1,0
acc_1998,0,0
acc_1999,0,0
acc_2000,0,0
acc_2001,0,1
acc_2002,1,0
acc_2003,1,0
acc_2004,1,0
acc_2005,1,0
acc_2006,1,0
acc_2007,0,0
acc_2008,1,0
acc_2009,0,0
acc_2010,0,0
acc_2011,0,0
acc_2012,0,0
acc_2013,0,0
acc_2014,0,0
acc_2015,0,0
acc_2016,0,0
acc_2017,1,0
acc_2018,0,0
acc_2019,1,0
acc_2020,1,0
acc_2021,0,0
acc_2022,0,0
acc_2023,0,1
acc_2024,0,1
acc_2025,0,0
acc_2026,1,1
acc_2027,1,0
acc_2028,0,0
acc_2029,0,0
acc_2030,1,0
acc_2031,1,0
acc_2032,0,0
acc_2033,0,0
acc_2034,1,0
acc_2035,1,0
acc_2036,0,1
acc_2037,0,0
acc_2038,1,0
acc_2039,0,0
acc_2040,0,1
acc_2041,0,0
acc_2042,1,0
acc_2043,1,0
acc_2044,0,0
acc_2045,0,0
acc_2046,1,0
acc_2047,1,0
acc_2048,1,0
acc_2049,0,0
acc_2050,1,0
acc_2051,1,0
acc_2052,0,0
acc_2053,1,1
acc_2054,1,0
acc_2055,1,0
acc_2056,1,0
acc_2057,1,0
acc_2058,0,0
acc_2059,0,0
acc_2060,0,0
acc_2061,0,0
acc_2062,1,0
acc_2063,0,0
acc_2064,0,1
acc_2065,0,1
acc_2066,1,1
acc_2067,1,0
acc_2068,0,0
acc_2069,0,0
acc_2070,1,0
acc_2071,1,0
acc_2072,1,0
acc_2073,1,0
acc_2074,1,0
acc_2075,0,0
acc_2076,0,0
acc_2077,0,0
acc_2078,0,0
acc_2079,0,0
acc_2080,1,0
acc_2081,0,0
acc_2082,1,0
acc_2083,0,0
acc_2084,1,0
acc_2085,0,0
acc_2086,1,1
acc_2087,1,0
acc_2088,1,0
acc_2089,1,0
acc_2090,0,0
acc_2091,1,0
acc_2092,1,0
acc_2093,0,0
acc_2094,0,0
acc_2095,0,0
acc_2096,0,0
acc_2097,1,0
acc_2098,1,0
acc_2099,0,0
acc_2100,1,0
acc_2101,0,0
acc_2102,1,0
acc_2103,0,0
acc_2104,1,0
acc_2105,1,0
acc_2106,1,0
acc_2107,0,0
acc_2108,0,0
acc_2109,1,0
acc_2110,0,0
acc_2111,0,1
acc_2112,1,0
acc_2113,1,1
acc_2114,0,1
acc_2115,1,0
acc_2116,0,0
acc_2117,1,0
acc_2118,1,0
acc_2119,0,0
acc_2120,0,0
acc_2121,0,0
acc_2122,1,0
acc_2123,0,0
acc_2124,0,0
acc_2125,1,0
acc_2126,0,0
acc_2127,0,0
acc_2128,0,0
acc_2129,0,0
acc_2130,0,0
acc_2131,1,0
acc_2132,1,0
acc_2133,1,0
acc_2134,1,0
acc_2135,0,0
acc_2136,0,0
acc_2137,1,0
acc_2138,1,0
acc_2139,0,0
acc_2140,1,0
acc_2141,1,0
acc_2142,0,0
acc_2143,1,0
acc_2144,0,1
acc_2145,0,0
acc_2146,0,0
acc_2147,1,1
acc_2148,0,0
acc_2149,0,0
acc_2150,1,0
acc_2151,0,0
acc_2152,0,0
acc_2153,0,0
acc_2154,0,0
acc_2155,0,0
acc_2156,0,0
acc_2157,1,1
acc_2158,0,0
acc_2159,1,0
acc_2160,1,1
acc_2161,1,0
acc_2162,1,0
acc_2163,1,1
acc_2164,0,0
acc_2165,0,0
acc_2166,1,0
acc_2167,0,0
acc_2168,0,1
acc_2169,0,0
acc_2170,0,0
acc_2171,1,0
acc_2172,1,0
acc_2173,1,0
acc_2174,0,0
acc_2175,0,0
acc_2176,0,0
acc_2177,0,0
acc_2178,1,0
acc_2179,0,0
acc_2180,0,0
acc_2181,1,1
acc_2182,1,0
acc_2183,0,0
acc_2184,0,0
acc_2185,0,1
acc_2186,1,0
acc_2187,0,0
acc_2188,0,0
acc_2189,1,0
acc_2190,1,0
acc_2191,1,0
acc_2192,0,0
acc_2193,0,0
acc_2194,0,0
acc_2195,0,0
acc_2196,1,0
acc_2197,1,0
acc_2198,0,0
acc_2199,0,0
acc_2200,0,0
acc_2201,0,0
acc_2202,0,0
acc_2203,0,0
acc_2204,1,0
acc_2205,0,0
acc_2206,1,0
acc_2207,1,1
acc_2208,0,0
acc_2209,0,0
acc_2210,0,0
acc_2211,0,0
acc_2212,1,0
acc_2213,1,0
acc_2214,0,0
acc_2215,1,0
acc_2216,0,0
acc_2217,1,0
acc_2218,0,0
acc_2219,1,0
acc_2220,0,0
acc_2221,1,0
acc_2222,1,0
acc_2223,1,1
acc_2224,0,0
acc_2225,1,0
acc_2226,0,0
acc_2227,0,0
acc_2228,1,0
acc_2229,1,1
acc_2230,0,0
acc_2231,1,0
acc_2232,0,1
acc_2233,0,0
acc_2234,0,1
acc_2235,0,0
acc_2236,0,0
acc_2237,1,0
acc_2238,0,0
acc_2239,0,0
acc_2240,0,0
acc_2241,0,0
acc_2242,0,0
acc_2243,1,0
acc_2244,0,0
acc_2245,0,0
acc_2246,0,0
acc_2247,0,0
acc_2248,0,0
acc_2249,0,0
acc_2250,1,0
acc_2251,0,1
acc_2252,0,0
acc_2253,1,0
acc_2254,1,0
acc_2255,1,0
acc_2256,1,0
acc_2257,0,1
acc_2258,0,0
acc_2259,0,0
acc_2260,0,0
acc_2261,0,0
acc_2262,0,1
acc_2263,0,0
acc_2264,0,0
acc_2265,1,0
acc_2266,0,0
acc_2267,0,0
acc_2268,0,0
acc_2269,1,1
acc_2270,1,1
acc_2271,0,0
acc_2272,0,0
acc_2273,0,0
acc_2274,1,0
acc_2275,1,0
acc_2276,0,0
acc_2277,1,0
acc_2278,0,0
acc_2279,0,0
acc_2280,1,0
acc_2281,0,0
acc_2282,0,0
acc_2283,0,0
acc_2284,0,0
acc_2285,1,0
acc_2286,1,0
acc_2287,1,0
acc_2288,1,0
acc_2289,1,0
acc_2290,0,0
acc_2291,0,0
acc_2292,0,0
acc_2293,1,0
acc_2294,0,0
acc_2295,0,0
acc_2296,0,0
acc_2297,1,1
acc_2298,1,0
acc_2299,1,0
acc_2300,0,0
acc_2301,0,0
acc_2302,1,0
acc_2303,0,0
acc_2304,1,0
acc_2305,0,0
acc_2306,0,0
acc_2307,1,1
acc_2308,1,0
acc_2309,1,0
acc_2310,1,0
acc_2311,1,0
acc_2312,0,0
acc_2313,0,0
acc_2314,0,0
acc_2315,1,0
acc_2316,0,1
acc_2317,1,0
acc_2318,0,0
acc_2319,0,0
acc_2320,1,0
acc_2321,0,1
acc_2322,0,0
acc_2323,1,0
acc_2324,1,0
acc_2325,0,0
acc_2326,0,1
acc_2327,1,0
acc_2328,1,0
acc_2329,1,0
acc_2330,0,0
acc_2331,1,0
acc_2332,0,0
acc_2333,0,0
acc_2334,1,0
acc_2335,0,0
acc_2336,1,0
acc_2337,1,0
acc_2338,0,0
acc_2339,1,0
acc_2340,0,0
acc_2341,0,0
acc_2342,1,0
acc_2343,0,0
acc_2344,0,0
acc_2345,1,0
acc_2346,1,0
acc_2347,0,0
acc_2348,0,0
acc_2349,0,0
acc_2350,0,0
acc_2351,1,1
acc_2352,0,0
acc_2353,0,0
acc_2354,1,0
acc_2355,0,0
acc_2356,1,0
acc_2357,0,0
acc_2358,0,1
acc_2359,0,0
acc_2360,0,0
acc_2361,0,0
acc_2362,0,0
acc_2363,0,1
acc_2364,0,0
acc_2365,1,1
acc_2366,1,0
acc_2367,1,0
acc_2368,0,0
acc_2369,0,1
acc_2370,0,0
acc_2371,0,0
acc_2372,0,0
acc_2373,1,0
acc_2374,1,1
acc_2375,0,0
acc_2376,0,1
acc_2377,0,0
acc_2378,0,0
acc_2379,0,0
acc_2380,0,0
acc_2381,0,0
acc_2382,1,0
acc_2383,0,0
acc_2384,0,0
acc_2385,0,0
acc_2386,1,0
acc_2387,0,0
acc_2388,0,0
acc_2389,1,0
acc_2390,1,0
acc_2391,0,0
acc_2392,1,0
acc_2393,0,0
acc_2394,1,1
acc_2395,1,0
acc_2396,1,0
acc_2397,0,0
acc_2398,0,0
acc_2399,1,0
acc_2400,1,0
acc_2401,0,0
acc_2402,1,1
acc_2403,0,0
acc_2404,0,0
acc_2405,1,0
acc_2406,0,0
acc_2407,0,0
acc_2408,1,0
acc_2409,1,0
acc_2410,1,0
acc_2411,0,0
acc_2412,0,0
acc_2413,0,0
acc_2414,1,0
acc_2415,0,0
acc_2416,1,0
acc_2417,1,0
acc_2418,0,0
acc_2419,1,0
acc_2420,1,0
acc_2421,0,0
acc_2422,0,0
acc_2423,1,0
acc_2424,1,0
acc_2425,0,0
acc_2426,0,1
acc_2427,1,0
acc_2428,1,0
acc_2429,1,0
acc_2430,1,0
acc_2431,0,0
acc_2432,0,0
acc_2433,0,0
acc_2434,1,0
acc_2435,1,0
acc_2436,1,1
acc_2437,0,0
acc_2438,0,0
acc_2439,0,0
acc_2440,0,0
acc_2441,0,0
acc_2442,0,0
acc_2443,0,0
acc_2444,1,0
acc_2445,0,0
acc_2446,1,0
acc_2447,0,0
acc_2448,1,0
acc_2449,1,0
acc_2450,1,0
acc_2451,1,0
acc_2452,0,0
acc_2453,1,0
acc_2454,0,0
acc_2455,0,0
acc_2456,1,1
acc_2457,0,0
acc_2458,1,0
acc_2459,0,0
acc_2460,1,1
acc_2461,0,0
acc_2462,0,0
acc_2463,1,0
acc_2464,1,0
acc_2465,0,0
acc_2466,0,0
acc_2467,1,1
acc_2468,0,0
acc_2469,0,0
acc_2470,1,0
acc_2471,1,0
acc_2472,0,0
acc_2473,0,0
acc_2474,0,0
acc_2475,0,0
acc_2476,0,0
acc_2477,0,0
acc_2478,1,0
acc_2479,0,0
acc_2480,0,1
acc_2481,0,0
acc_2482,1,0
acc_2483,0,0
acc_2484,0,0
acc_2485,0,0
acc_2486,1,0
acc_2487,0,1
acc_2488,0,0
acc_2489,0,0
acc_2490,0,0
acc_2491,1,0
acc_2492,0,0
acc_2493,1,0
acc_2494,1,0
acc_2495,0,0
acc_2496,1,0
acc_2497,1,0
acc_2498,0,0
acc_2499,0,0
acc_2500,0,0
acc_2501,1,0
acc_2502,1,1
acc_2503,1,1
acc_2504,1,0
acc_2505,0,0
acc_2506,0,0
acc_2507,0,0
acc_2508,1,0
acc_2509,0,0
acc_2510,1,1
acc_2511,0,0
acc_2512,0,0
acc_2513,0,0
acc_2514,1,0
acc_2515,0,0
acc_2516,1,0
acc_2517,1,0
acc_2518,0,0
acc_2519,0,0
acc_2520,0,0
acc_2521,1,0
acc_2522,1,0
acc_2523,0,0
acc_2524,0,0
acc_2525,0,0
acc_2526,0,0
acc_2527,0,0
acc_2528,0,0
acc_2529,1,0
acc_2530,1,0
acc_2531,0,0
acc_2532,0,0
acc_2533,1,0
acc_2534,0,0
acc_2535,0,1
acc_2536,1,0
acc_2537,0,0
acc_2538,0,1
acc_2539,0,0
acc_2540,0,0
acc_2541,1,0
acc_2542,0,0
acc_2543,0,0
acc_2544,1,1
acc_2545,0,0
acc_2546,0,0
acc_2547,0,0
acc_2548,0,0
acc_2549,0,1
acc_2550,1,0
acc_2551,0,0
acc_2552,0,1
acc_2553,0,0
acc_2554,0,0
acc_2555,0,0
acc_2556,1,0
acc_2557,0,0
acc_2558,0,0
acc_2559,1,0
acc_2560,0,0
acc_2561,1,0
acc_2562,0,0
acc_2563,0,0
acc_2564,1,0
acc_2565,1,0
acc_2566,0,0
acc_2567,0,0
acc_2568,1,0
acc_2569,0,0
acc_2570,1,0
acc_2571,1,0
acc_2572,0,0
acc_2573,1,0
acc_2574,0,1
acc_2575,0,0
acc_2576,1,0
acc_2577,0,1
acc_2578,1,0
acc_2579,0,0
acc_2580,1,0
acc_2581,1,0
acc_2582,1,1
acc_2583,0,1
acc_2584,0,0
acc_2585,0,0
acc_2586,1,0
acc_2587,0,0
acc_2588,1,0
acc_2589,0,0
acc_2590,0,0
acc_2591,1,0
acc_2592,1,0
acc_2593,0,0
acc_2594,0,0
acc_2595,0,0
acc_2596,0,0
acc_2597,0,1
acc_2598,1,0
acc_2599,0,0
acc_2600,0,0
acc_2601,1,0
acc_2602,0,0
acc_2603,1,0
acc_2604,0,0
acc_2605,1,1
acc_2606,1,0
acc_2607,1,0
acc_2608,0,0
acc_2609,0,0
acc_2610,0,0
acc_2611,0,0
acc_2612,0,0
acc_2613,0,0
acc_2614,0,0
acc_2615,1,0
acc_2616,1,0
acc_2617,1,0
acc_2618,0,0
acc_2619,0,0
acc_2620,1,0
acc_2621,0,0
acc_2622,0,0
acc_2623,0,0
acc_2624,1,0
acc_2625,0,0
acc_2626,1,0
acc_2627,1,0
acc_2628,0,0
acc_2629,0,0
acc_2630,0,0
acc_2631,0,0
acc_2632,1,1
acc_2633,0,0
acc_2634,0,0
acc_2635,0,0
acc_2636,1,0
acc_2637,0,1
acc_2638,0,0
acc_2639,1,1
acc_2640,0,0
acc_2641,1,0
acc_2642,0,0
acc_2643,1,0
acc_2644,1,0
acc_2645,1,0
acc_2646,1,0
acc_2647,0,0
acc_2648,0,0
acc_2649,0,0
acc_2650,0,0
acc_2651,0,0
acc_2652,0,0
acc_2653,1,0
acc_2654,0,0
acc_2655,0,1
acc_2656,1,0
acc_2657,0,0
acc_2658,0,0
acc_2659,0,0
acc_2660,1,0
acc_2661,0,0
acc_2662,1,0
acc_2663,1,0
acc_2664,1,0
acc_2665,1,0
acc_2666,0,0
acc_2667,1,0
acc_2668,0,0
acc_2669,0,0
acc_2670,0,0
acc_2671,1,0
acc_2672,1,0
acc_2673,1,1
acc_2674,0,0
acc_2675,1,1
acc_2676,0,0
acc_2677,1,0
acc_2678,1,0
acc_2679,0,0
acc_2680,0,0
acc_2681,0,0
acc_2682,0,0
acc_2683,0,0
acc_2684,0,1
acc_2685,0,0
acc_2686,1,1
acc_2687,0,0
acc_2688,0,0
acc_2689,1,0
acc_2690,1,0
acc_2691,1,0
acc_2692,1,0
acc_2693,0,0
acc_2694,0,0
acc_2695,1,0
acc_2696,0,0
acc_2697,1,0
acc_2698,0,0
acc_2699,1,0
acc_2700,0,1
acc_2701,0,0
acc_2702,0,0
acc_2703,0,0
acc_2704,0,0
acc_2705,0,0
acc_2706,0,0
acc_2707,1,0
acc_2708,0,0
acc_2709,1,0
acc_2710,1,0
acc_2711,0,0
acc_2712,0,0
acc_2713,0,0
acc_2714,0,0
acc_2715,0,0
acc_2716,0,0
acc_2717,0,0
acc_2718,0,0
acc_2719,1,0
acc_2720,0,0
acc_2721,0,0
acc_2722,1,1
acc_2723,0,0
acc_2724,0,0
acc_2725,1,0
acc_2726,0,0
acc_2727,0,0
acc_2728,0,1
acc_2729,0,0
acc_2730,1,0
acc_2731,1,0
acc_2732,1,0
acc_2733,0,0
acc_2734,1,0
acc_2735,0,0
acc_2736,1,0
acc_2737,0,0
acc_2738,1,1
acc_2739,1,0
acc_2740,0,0
acc_2741,0,0
acc_2742,1,0
acc_2743,0,0
acc_2744,1,0
acc_2745,0,0
acc_2746,1,1
acc_2747,0,0
acc_2748,1,0
acc_2749,0,0
acc_2750,0,1
acc_2751,1,0
acc_2752,1,0
acc_2753,1,0
acc_2754,0,0
acc_2755,0,0
acc_2756,0,0
acc_2757,0,0
acc_2758,0,1
acc_2759,0,0
acc_2760,0,0
acc_2761,0,0
acc_2762,0,0
acc_2763,0,0
acc_2764,0,0
acc_2765,0,0
acc_2766,0,0
acc_2767,1,0
acc_2768,0,1
acc_2769,0,0
acc_2770,1,1
acc_2771,0,0
acc_2772,0,0
acc_2773,0,0
acc_2774,0,0
acc_2775,0,0
acc_2776,0,0
acc_2777,0,0
acc_2778,0,0
acc_2779,1,1
acc_2780,0,0
acc_2781,1,0
acc_2782,1,0
acc_2783,1,0
acc_2784,1,1
acc_2785,0,0
acc_2786,0,0
acc_2787,1,0
acc_2788,0,0
acc_2789,0,0
acc_2790,0,0
acc_2791,0,0
acc_2792,1,1
acc_2793,1,1
