account_id,login_frequency,feature_adoption,session_depth
acc_0996,22,9,3.6
acc_0997,19,10,4.88
acc_0998,5,1,1.62
acc_0999,14,7,3.37
acc_1000,20,3,0.2
acc_1001,10,2,0.82
acc_1002,7,2,0.1
acc_1003,26,10,3.22
acc_1004,6,1,1.36
acc_1005,4,7,0.19
acc_1006,10,0,0.89
acc_1007,15,4,2.07
acc_1008,18,6,1.28
acc_1009,29,4,3.08
acc_1010,27,10,4.34
acc_1011,34,8,3.33
acc_1012,7,6,3.71
acc_1013,34,9,3.59
acc_1014,14,1,2.32
acc_1015,18,3,1.52
acc_1016,19,8,2.82
acc_1017,21,7,3.22
acc_1018,5,0,2.13
acc_1019,31,7,3.37
acc_1020,10,4,2.81
acc_1021,11,6,3.47
acc_1022,9,0,1.75
acc_1023,11,4,1.74
acc_1024,12,2,1.85
acc_1025,17,6,1.59
acc_1026,12,3,1.03
acc_1027,17,6,3.05
acc_1028,12,8,4.32
acc_1029,9,8,3.35
acc_1030,22,6,2.97
acc_1031,18,6,3.5
acc_1032,19,9,3.5
acc_1033,3,2,2.57
acc_1034,17,0,1.93
acc_1035,0,0,1.22
acc_1036,5,6,0.63
acc_1037,26,5,3.75
acc_1038,11,3,0.28
acc_1039,15,2,0.81
acc_1040,15,4,0.18
acc_1041,16,2,0.49
acc_1042,24,6,5.02
acc_1043,12,4,1.39
acc_1044,4,0,0.1
acc_1045,0,3,0.1
acc_1046,12,4,3.84
acc_1047,12,8,2.99
acc_1048,7,1,1.28
acc_1049,14,11,3.06
acc_1050,20,9,0.88
acc_1051,9,8,0.67
acc_1052,18,10,1.88
acc_1053,11,1,1.81
acc_1054,20,3,0.1
acc_1055,7,7,2.07
acc_1056,15,4,2.58
acc_1057,13,5,0.1
acc_1058,12,1,0.7
acc_1059,22,5,4.21
acc_1060,33,11,3.38
acc_1061,11,2,2.62
acc_1062,12,7,5.37
acc_1063,24,7,3.39
acc_1064,26,7,3.64
acc_1065,25,9,3.86
acc_1066,11,5,2.65
acc_1067,16,4,2.61
acc_1068,6,7,0.55
acc_1069,13,1,0.1
acc_1070,6,7,0.1
acc_1071,16,6,2.89
acc_1072,21,6,3.16
acc_1073,4,6,0.1
acc_1074,10,0,1.5
acc_1075,15,9,2.52
acc_1076,12,3,0.48
acc_1077,19,5,2.48
acc_1078,3,2,1.33
acc_1079,17,5,4.4
acc_1080,17,7,3.72
acc_1081,27,9,2.89
acc_1082,14,5,2.88
acc_1083,30,8,2.29
acc_1084,10,4,0.86
acc_1085,24,8,2.66
acc_1086,2,9,1.62
acc_1087,13,7,2.27
acc_1088,19,5,1.79
acc_1089,29,10,5.47
acc_1090,14,6,4.31
acc_1091,23,11,3.73
acc_1092,9,4,2.85
acc_1093,24,5,1.13
acc_1094,13,6,1.45
acc_1095,11,4,0.87
acc_1096,17,4,2.13
acc_1097,15,7,2.08
acc_1098,13,7,1.23
acc_1099,22,3,0.85
acc_1100,21,7,4.13
acc_1101,19,9,3.3
acc_1102,30,11,5.51
acc_1103,15,6,3.18
acc_1104,21,9,3.78
acc_1105,12,5,3.07
acc_1106,4,2,0.1
acc_1107,7,2,1.76
acc_1108,2,0,2.39
acc_1109,14,5,2.13
acc_1110,12,1,0.1
acc_1111,0,2,0.1
acc_1112,11,0,2.88
acc_1113,19,5,2.13
acc_1114,27,9,4.28
acc_1115,20,4,2.39
acc_1116,4,3,1.83
acc_1117,17,7,2.59
acc_1118,7,7,0.56
acc_1119,21,3,2.3
acc_1120,31,7,2.99
acc_1121,13,7,4.02
acc_1122,11,4,2.13
acc_1123,1,0,0.1
acc_1124,7,0,0.25
acc_1125,12,9,3.24
acc_1126,8,2,0.62
acc_1127,5,0,0.1
acc_1128,3,7,1.65
acc_1129,24,8,2.93
acc_1130,7,10,3.11
acc_1131,5,0,1.39
acc_1132,20,7,2.48
acc_1133,4,0,2.65
acc_1134,19,7,3.39
acc_1135,13,5,0.1
acc_1136,3,1,1.14
acc_1137,15,5,0.1
acc_1138,7,1,1.95
acc_1139,13,4,2.14
acc_1140,9,3,1.9
acc_1141,23,9,2.83
acc_1142,29,5,4.05
acc_1143,7,5,1.69
acc_1144,29,7,4.54
acc_1145,8,2,1.79
acc_1146,25,5,0.38
acc_1147,20,7,3.93
acc_1148,13,5,2.76
acc_1149,11,1,1.8
acc_1150,22,7,4.22
acc_1151,27,4,4.58
acc_1152,16,2,2.08
acc_1153,16,6,1.81
acc_1154,14,2,1.73
acc_1155,19,7,1.24
acc_1156,17,8,2.45
acc_1157,23,9,2.61
acc_1158,11,7,0.91
acc_1159,24,8,3.66
acc_1160,22,8,3.06
acc_1161,29,11,4.62
acc_1162,19,8,2.85
acc_1163,27,9,2.98
acc_1164,1,6,2.95
acc_1165,18,8,4.49
acc_1166,32,13,5.62
acc_1167,8,3,0.91
acc_1168,22,4,3.87
acc_1169,2,1,0.1
acc_1170,7,5,1.02
acc_1171,20,11,2.21
acc_1172,10,1,1.53
acc_1173,13,0,0.57
acc_1174,26,6,1.96
acc_1175,18,8,3.34
acc_1176,15,0,0.56
acc_1177,7,3,0.54
acc_1178,6,1,2.12
acc_1179,27,10,4.31
acc_1180,14,4,4.04
acc_1181,11,3,0.75
acc_1182,19,8,3.24
acc_1183,18,2,2.22
acc_1184,18,11,5.2
acc_1185,10,5,2.93
acc_1186,14,2,1.23
acc_1187,23,3,1.91
acc_1188,27,5,3.6
acc_1189,21,7,4.21
acc_1190,2,0,0.99
acc_1191,15,6,3.43
acc_1192,2,0,2.36
acc_1193,5,5,2.86
acc_1194,16,7,3.66
acc_1195,2,2,1.61
acc_1196,32,9,5.6
acc_1197,3,3,0.1
acc_1198,21,7,5.64
acc_1199,18,8,4.36
acc_1200,6,2,2.01
acc_1201,21,6,3.71
acc_1202,21,6,2.5
acc_1203,27,10,4.36
acc_1204,29,9,4.89
acc_1205,3,2,2.07
acc_1206,25,9,4.36
acc_1207,25,11,4.68
acc_1208,27,2,2.84
acc_1209,14,5,2.69
acc_1210,21,5,2.71
acc_1211,15,5,1.11
acc_1212,11,1,0.11
acc_1213,15,6,3.72
acc_1214,22,8,3.18
acc_1215,15,4,3.96
acc_1216,29,9,2.93
acc_1217,23,7,3.79
acc_1218,0,0,0.11
acc_1219,25,7,2.74
acc_1220,34,8,2.58
acc_1221,1,0,0.75
acc_1222,20,4,2.41
acc_1223,21,3,1.82
acc_1224,28,10,4.5
acc_1225,8,3,0.97
acc_1226,26,8,3.78
acc_1227,4,3,0.1
acc_1228,22,7,4.08
acc_1229,15,5,1.73
acc_1230,17,6,4.19
acc_1231,3,0,0.26
acc_1232,14,4,3.61
acc_1233,22,0,2.57
acc_1234,24,8,3.53
acc_1235,17,10,5.08
acc_1236,13,7,2.85
acc_1237,0,5,0.1
acc_1238,8,6,1.15
acc_1239,0,1,0.82
acc_1240,29,11,2.85
acc_1241,15,6,2.32
acc_1242,15,3,1.88
acc_1243,17,4,4.88
acc_1244,14,6,3.51
acc_1245,24,6,3.07
acc_1246,27,10,4.99
acc_1247,24,9,4.29
acc_1248,6,1,1.94
acc_1249,10,3,2.12
acc_1250,23,7,1.75
acc_1251,27,9,4.05
acc_1252,18,10,5.54
acc_1253,6,3,3.15
acc_1254,8,3,1.64
acc_1255,8,6,1.63
acc_1256,15,3,1.55
acc_1257,19,9,3.24
acc_1258,2,4,1.4
acc_1259,0,2,0.1
acc_1260,12,2,2.27
acc_1261,0,6,0.1
acc_1262,21,10,3.0
acc_1263,19,6,2.23
acc_1264,26,7,4.56
acc_1265,9,4,1.83
acc_1266,20,7,2.86
acc_1267,4,5,2.24
acc_1268,24,4,1.61
acc_1269,31,9,2.94
acc_1270,5,4,0.38
acc_1271,14,5,0.1
acc_1272,7,0,1.45
acc_1273,10,2,1.65
acc_1274,6,0,1.04
acc_1275,14,2,2.46
acc_1276,8,2,1.48
acc_1277,19,8,2.04
acc_1278,19,8,2.97
acc_1279,23,7,2.33
acc_1280,18,5,2.05
acc_1281,0,4,1.18
acc_1282,29,7,2.77
acc_1283,9,2,2.37
acc_1284,26,6,3.39
acc_1285,20,7,4.86
acc_1286,19,2,1.54
acc_1287,17,6,4.91
acc_1288,21,3,2.18
acc_1289,18,6,3.7
acc_1290,17,0,1.01
acc_1291,17,6,3.3
acc_1292,27,11,6.94
acc_1293,16,4,4.54
acc_1294,14,3,3.04
acc_1295,13,9,2.24
acc_1296,11,5,1.74
acc_1297,17,11,4.24
acc_1298,15,7,3.88
acc_1299,21,7,3.41
acc_1300,10,6,1.55
acc_1301,17,5,3.67
acc_1302,19,7,4.58
acc_1303,20,1,1.53
acc_1304,18,9,3.06
acc_1305,20,7,3.76
acc_1306,9,2,0.75
acc_1307,18,6,3.23
acc_1308,4,1,1.36
acc_1309,14,4,3.83
acc_1310,25,9,3.53
acc_1311,1,3,1.77
acc_1312,23,6,2.92
acc_1313,11,4,3.36
acc_1314,12,4,2.01
acc_1315,22,3,2.29
acc_1316,10,5,1.0
acc_1317,5,4,2.41
acc_1318,19,6,3.07
acc_1319,10,2,0.57
acc_1320,9,4,2.41
acc_1321,17,9,5.69
acc_1322,5,2,1.83
acc_1323,7,6,0.58
acc_1324,38,10,2.88
acc_1325,19,5,2.42
acc_1326,31,9,2.22
acc_1327,24,8,2.65
acc_1328,27,8,4.17
acc_1329,18,7,2.99
acc_1330,25,4,1.59
acc_1331,0,0,2.8
acc_1332,18,7,1.79
acc_1333,28,8,3.64
acc_1334,25,9,5.25
acc_1335,13,3,2.88
acc_1336,15,8,2.79
acc_1337,11,4,1.1
acc_1338,25,6,3.8
acc_1339,1,2,0.14
acc_1340,1,0,1.3
acc_1341,29,6,1.66
acc_1342,18,8,3.58
acc_1343,15,6,4.46
acc_1344,20,5,2.5
acc_1345,8,0,0.1
acc_1346,27,10,4.96
acc_1347,10,7,2.68
acc_1348,18,4,2.04
acc_1349,31,9,5.35
acc_1350,13,8,3.24
acc_1351,27,9,2.98
acc_1352,15,3,2.22
acc_1353,13,6,2.99
acc_1354,24,9,4.08
acc_1355,22,8,1.46
acc_1356,9,1,1.33
acc_1357,27,7,5.64
acc_1358,11,7,1.89
acc_1359,13,7,2.22
acc_1360,7,3,2.24
acc_1361,22,9,4.53
acc_1362,10,2,2.5
acc_1363,1,0,0.1
acc_1364,17,2,3.92
acc_1365,0,5,3.2
acc_1366,12,5,2.57
acc_1367,20,8,2.44
acc_1368,0,4,2.09
acc_1369,16,8,3.69
acc_1370,14,3,0.1
acc_1371,13,8,4.09
acc_1372,23,3,4.25
acc_1373,13,7,1.91
acc_1374,28,6,4.62
acc_1375,1,0,2.3
acc_1376,22,9,3.36
acc_1377,19,7,3.49
acc_1378,19,6,2.47
acc_1379,16,10,3.54
acc_1380,10,6,3.19
acc_1381,10,4,2.79
acc_1382,17,9,4.04
acc_1383,13,8,3.57
acc_1384,18,6,2.21
acc_1385,20,6,2.95
acc_1386,26,8,4.43
acc_1387,7,1,0.1
acc_1388,6,3,1.1
acc_1389,6,7,2.95
acc_1390,17,4,2.24
acc_1391,17,4,1.94
acc_1392,19,7,1.08
acc_1393,3,1,0.1
acc_1394,31,6,5.78
acc_1395,11,7,2.11
acc_1396,24,10,3.83
acc_1397,8,6,0.1
acc_1398,12,8,3.51
acc_1399,7,7,0.63
acc_1400,30,7,5.03
acc_1401,8,2,1.74
acc_1402,9,1,0.1
acc_1403,29,7,5.43
acc_1404,7,4,2.9
acc_1405,19,7,4.73
acc_1406,17,3,2.81
acc_1407,0,0,0.1
acc_1408,20,8,5.06
acc_1409,18,6,3.85
acc_1410,13,5,3.04
acc_1411,8,7,2.81
acc_1412,4,0,0.21
acc_1413,25,1,1.88
acc_1414,25,8,3.78
acc_1415,18,2,2.86
acc_1416,10,3,3.65
acc_1417,15,2,2.17
acc_1418,21,4,2.98
acc_1419,11,3,1.23
acc_1420,17,3,2.4
acc_1421,6,2,1.94
acc_1422,31,3,3.75
acc_1423,21,1,2.31
acc_1424,23,14,4.18
acc_1425,14,3,2.6
acc_1426,28,10,5.51
acc_1427,8,4,2.23
acc_1428,10,4,3.55
acc_1429,24,7,1.72
acc_1430,19,8,3.08
acc_1431,22,4,2.07
acc_1432,19,6,2.84
acc_1433,26,8,4.38
acc_1434,23,3,4.46
acc_1435,27,11,3.58
acc_1436,7,8,3.44
acc_1437,22,2,4.38
acc_1438,17,3,3.29
acc_1439,5,4,2.14
acc_1440,1,4,0.53
acc_1441,19,8,2.0
acc_1442,6,0,0.1
acc_1443,12,12,3.61
acc_1444,9,4,1.39
acc_1445,11,3,2.28
acc_1446,7,2,0.75
acc_1447,17,7,3.47
acc_1448,19,7,1.48
acc_1449,13,10,2.86
acc_1450,19,4,1.53
acc_1451,18,4,5.07
acc_1452,0,0,0.1
acc_1453,8,8,2.17
acc_1454,17,9,4.23
acc_1455,13,0,0.1
acc_1456,4,0,2.76
acc_1457,11,4,4.14
acc_1458,7,4,0.47
acc_1459,17,5,2.8
acc_1460,7,0,3.36
acc_1461,10,1,3.11
acc_1462,12,7,1.55
acc_1463,9,6,3.04
acc_1464,13,5,0.1
acc_1465,14,8,4.97
acc_1466,4,1,1.37
acc_1467,9,3,2.65
acc_1468,1,2,0.13
acc_1469,25,9,2.78
acc_1470,24,9,3.66
acc_1471,7,7,3.69
acc_1472,18,11,3.94
acc_1473,5,5,0.78
acc_1474,11,8,2.49
acc_1475,3,3,3.16
acc_1476,4,5,0.46
acc_1477,3,3,0.78
acc_1478,27,10,5.38
acc_1479,9,5,3.65
acc_1480,13,1,1.42
acc_1481,17,4,2.6
acc_1482,21,5,2.88
acc_1483,21,7,3.96
acc_1484,9,2,1.86
acc_1485,11,1,2.16
acc_1486,13,3,1.19
acc_1487,22,6,5.04
acc_1488,7,0,1.0
acc_1489,24,5,4.57
acc_1490,23,10,4.54
acc_1491,6,4,0.61
acc_1492,33,12,4.47
acc_1493,32,8,5.19
acc_1494,22,7,3.83
acc_1495,12,9,4.61
acc_1496,26,7,3.83
acc_1497,18,6,3.72
acc_1498,27,9,4.03
acc_1499,0,1,3.71
acc_1500,7,2,1.91
acc_1501,24,6,4.52
acc_1502,0,0,1.52
acc_1503,11,6,0.1
acc_1504,9,2,0.84
acc_1505,19,6,2.9
acc_1506,24,8,1.99
acc_1507,16,8,3.15
acc_1508,0,0,0.1
acc_1509,11,7,0.8
acc_1510,8,3,2.5
acc_1511,34,9,6.57
acc_1512,13,2,1.45
acc_1513,22,5,1.78
acc_1514,9,2,1.62
acc_1515,28,6,3.91
acc_1516,12,3,1.78
acc_1517,21,3,1.71
acc_1518,25,6,2.5
acc_1519,15,5,3.29
acc_1520,19,7,4.36
acc_1521,24,6,3.41
acc_1522,1,2,1.04
acc_1523,21,7,2.71
acc_1524,7,3,1.86
acc_1525,12,5,1.31
acc_1526,19,7,5.29
acc_1527,12,5,1.24
acc_1528,21,6,1.38
acc_1529,12,4,2.25
acc_1530,10,6,2.46
acc_1531,6,6,2.37
acc_1532,19,5,4.23
acc_1533,29,8,4.84
acc_1534,0,2,0.1
acc_1535,14,4,0.62
acc_1536,25,6,3.79
acc_1537,1,0,2.25
acc_1538,6,3,2.5
acc_1539,11,6,1.14
acc_1540,23,5,3.27
acc_1541,9,7,2.28
acc_1542,6,0,1.37
acc_1543,16,5,4.6
acc_1544,21,11,3.92
acc_1545,11,5,2.4
acc_1546,8,2,2.32
acc_1547,20,7,4.73
acc_1548,22,7,2.15
acc_1549,13,0,2.77
acc_1550,15,6,3.29
acc_1551,8,2,1.6
acc_1552,15,8,2.71
acc_1553,20,4,4.85
acc_1554,25,12,5.27
acc_1555,27,8,3.83
acc_1556,4,0,2.02
acc_1557,10,3,0.1
acc_1558,6,5,2.28
acc_1559,9,6,0.15
acc_1560,20,8,4.75
acc_1561,30,11,3.84
acc_1562,21,5,1.22
acc_1563,7,4,0.1
acc_1564,22,7,2.9
acc_1565,22,1,4.13
acc_1566,28,6,2.66
acc_1567,20,5,1.25
acc_1568,11,1,0.1
acc_1569,1,1,1.31
acc_1570,17,3,2.53
acc_1571,11,6,1.95
acc_1572,16,8,4.63
acc_1573,4,0,1.98
acc_1574,25,12,3.42
acc_1575,21,2,3.8
acc_1576,6,6,0.58
acc_1577,15,3,3.66
acc_1578,16,9,1.89
acc_1579,18,7,3.8
acc_1580,8,7,4.1
acc_1581,8,2,3.37
acc_1582,4,3,0.93
acc_1583,22,8,3.63
acc_1584,19,7,3.34
acc_1585,14,9,5.64
acc_1586,4,4,2.52
acc_1587,20,7,3.29
acc_1588,19,5,3.0
acc_1589,21,5,1.83
acc_1590,12,5,0.11
acc_1591,9,2,0.1
acc_1592,21,3,2.74
acc_1593,13,4,1.46
acc_1594,12,5,2.09
acc_1595,3,0,0.1
acc_1596,15,4,0.2
acc_1597,24,3,1.41
acc_1598,5,0,1.08
acc_1599,20,9,2.24
acc_1600,27,11,5.43
acc_1601,6,1,2.57
acc_1602,20,8,3.35
acc_1603,17,8,4.46
acc_1604,22,7,3.34
acc_1605,29,10,4.66
acc_1606,14,5,2.94
acc_1607,0,0,0.1
acc_1608,15,9,2.94
acc_1609,21,12,3.98
acc_1610,7,0,0.1
acc_1611,29,9,6.14
acc_1612,27,7,4.82
acc_1613,32,7,3.12
acc_1614,13,1,2.91
acc_1615,24,8,1.84
acc_1616,12,6,2.97
acc_1617,28,10,5.03
acc_1618,9,4,2.22
acc_1619,15,6,3.75
acc_1620,10,3,2.62
acc_1621,13,6,2.08
acc_1622,11,3,2.66
acc_1623,13,9,2.69
acc_1624,15,1,1.64
acc_1625,0,2,0.1
acc_1626,25,9,3.7
acc_1627,16,4,2.25
acc_1628,19,5,4.79
acc_1629,26,6,4.33
acc_1630,16,4,4.33
acc_1631,17,9,3.27
acc_1632,21,12,2.4
acc_1633,20,7,4.76
acc_1634,8,5,0.89
acc_1635,12,3,3.11
acc_1636,18,4,2.3
acc_1637,27,8,3.83
acc_1638,27,12,4.12
acc_1639,1,8,0.63
acc_1640,18,7,4.08
acc_1641,7,0,1.86
acc_1642,15,3,2.43
acc_1643,10,3,1.07
acc_1644,7,4,0.46
acc_1645,0,1,0.1
acc_1646,8,6,3.75
acc_1647,18,10,4.03
acc_1648,29,11,4.49
acc_1649,18,8,4.18
acc_1650,1,2,0.1
acc_1651,14,7,4.01
acc_1652,0,2,0.78
acc_1653,18,6,1.77
acc_1654,5,3,0.33
acc_1655,24,10,4.28
acc_1656,4,1,2.35
acc_1657,5,4,1.96
acc_1658,25,8,3.8
acc_1659,12,2,2.41
acc_1660,22,9,5.52
acc_1661,21,5,2.25
acc_1662,10,9,2.17
acc_1663,11,3,0.21
acc_1664,24,7,3.41
acc_1665,28,9,5.81
acc_1666,20,3,3.76
acc_1667,22,11,3.99
acc_1668,6,3,1.84
acc_1669,10,6,3.68
acc_1670,14,1,1.18
acc_1671,24,9,2.47
acc_1672,17,2,2.61
acc_1673,19,5,3.84
acc_1674,28,8,4.42
acc_1675,22,8,3.97
acc_1676,31,7,5.79
acc_1677,1,1,0.8
acc_1678,21,9,2.27
acc_1679,20,7,1.15
acc_1680,28,7,2.49
acc_1681,24,8,3.49
acc_1682,12,2,0.95
acc_1683,18,9,5.43
acc_1684,11,0,2.1
acc_1685,5,3,0.1
acc_1686,29,9,1.4
acc_1687,22,7,4.0
acc_1688,30,6,4.92
acc_1689,7,4,4.11
acc_1690,32,7,4.01
acc_1691,16,8,5.07
acc_1692,27,9,2.44
acc_1693,19,9,3.52
acc_1694,15,5,1.03
acc_1695,7,5,2.68
acc_1696,23,8,1.63
acc_1697,31,7,4.79
acc_1698,13,2,1.38
acc_1699,19,6,4.49
acc_1700,25,9,2.95
acc_1701,7,1,2.27
acc_1702,20,8,2.33
acc_1703,6,6,0.45
acc_1704,16,7,2.82
acc_1705,17,10,4.51
acc_1706,26,10,4.23
acc_1707,22,6,4.31
acc_1708,0,2,0.1
acc_1709,23,8,4.75
acc_1710,0,1,0.1
acc_1711,20,3,1.75
acc_1712,17,4,2.62
acc_1713,9,1,2.65
acc_1714,13,4,2.64
acc_1715,22,10,4.33
acc_1716,16,3,4.01
acc_1717,21,7,4.4
acc_1718,16,7,5.31
acc_1719,26,6,3.98
acc_1720,20,10,3.55
acc_1721,15,4,3.71
acc_1722,9,0,3.21
acc_1723,8,2,0.56
acc_1724,20,4,2.37
acc_1725,15,0,2.92
acc_1726,9,1,0.12
acc_1727,22,6,4.72
acc_1728,29,9,5.79
acc_1729,18,3,0.48
acc_1730,20,2,1.65
acc_1731,6,5,2.96
acc_1732,20,5,2.76
acc_1733,11,3,0.1
acc_1734,17,5,1.5
acc_1735,27,7,4.22
acc_1736,2,3,2.46
acc_1737,11,3,2.47
acc_1738,10,0,1.44
acc_1739,8,3,0.83
acc_1740,0,0,1.75
acc_1741,8,7,4.19
acc_1742,18,4,3.14
acc_1743,6,2,0.18
acc_1744,8,3,2.84
acc_1745,11,0,1.8
acc_1746,25,12,4.35
acc_1747,16,7,4.29
acc_1748,19,9,3.98
acc_1749,15,4,4.91
acc_1750,11,4,3.03
acc_1751,12,10,3.01
acc_1752,9,0,3.03
acc_1753,18,10,2.98
acc_1754,0,3,1.01
acc_1755,28,8,3.29
acc_1756,0,2,0.77
acc_1757,13,6,3.51
acc_1758,0,1,0.1
acc_1759,31,8,1.93
acc_1760,5,5,3.19
acc_1761,8,4,1.7
acc_1762,16,6,3.87
acc_1763,24,9,3.71
acc_1764,7,7,0.26
acc_1765,14,2,0.18
acc_1766,2,1,2.88
acc_1767,18,8,3.48
acc_1768,31,11,3.17
acc_1769,12,4,0.1
acc_1770,7,7,0.33
acc_1771,17,5,4.1
acc_1772,20,8,3.24
acc_1773,11,8,4.15
acc_1774,17,10,2.66
acc_1775,9,5,0.1
acc_1776,30,6,3.65
acc_1777,27,12,4.15
acc_1778,17,9,2.12
acc_1779,11,4,1.67
acc_1780,9,0,0.49
acc_1781,17,4,1.66
acc_1782,27,8,2.95
acc_1783,20,6,5.0
acc_1784,14,5,4.11
acc_1785,20,8,2.57
acc_1786,24,6,3.87
acc_1787,10,3,2.64
acc_1788,27,9,4.74
acc_1789,21,4,2.24
acc_1790,8,1,0.63
acc_1791,0,0,0.1
acc_1792,14,9,5.63
acc_1793,17,6,2.33
acc_1794,20,0,2.83
acc_1795,6,8,2.67
acc_1796,5,3,1.59
acc_1797,11,3,1.23
acc_1798,29,8,2.76
acc_1799,21,10,3.12
acc_1800,1,7,0.69
acc_1801,15,8,1.4
acc_1802,23,6,1.95
acc_1803,12,5,2.3
acc_1804,6,4,1.62
acc_1805,19,9,3.08
acc_1806,17,7,3.78
acc_1807,21,6,4.39
acc_1808,31,9,3.79
acc_1809,4,1,0.16
acc_1810,21,9,1.62
acc_1811,7,1,1.26
acc_1812,20,3,2.99
acc_1813,14,6,3.41
acc_1814,14,6,3.25
acc_1815,8,5,3.38
acc_1816,14,5,0.13
acc_1817,21,4,2.21
acc_1818,0,2,0.73
acc_1819,7,2,0.36
acc_1820,19,6,2.02
acc_1821,19,1,2.9
acc_1822,16,5,1.32
acc_1823,15,13,2.03
acc_1824,12,9,1.47
acc_1825,6,1,2.4
acc_1826,14,4,1.38
acc_1827,18,5,1.27
acc_1828,25,8,3.16
acc_1829,27,11,4.63
acc_1830,19,6,4.23
acc_1831,2,0,1.17
acc_1832,19,12,3.85
acc_1833,19,4,2.76
acc_1834,12,5,4.6
acc_1835,7,2,3.5
acc_1836,32,5,3.11
acc_1837,10,4,0.1
acc_1838,8,1,0.86
acc_1839,14,2,1.39
acc_1840,31,8,3.7
acc_1841,12,4,2.05
acc_1842,6,0,0.98
acc_1843,0,2,0.31
acc_1844,11,0,0.51
acc_1845,13,4,1.51
acc_1846,16,4,1.64
acc_1847,22,7,3.26
acc_1848,12,2,0.1
acc_1849,17,3,3.04
acc_1850,31,6,3.63
acc_1851,4,2,1.14
acc_1852,16,5,1.77
acc_1853,3,3,2.06
acc_1854,15,5,2.6
acc_1855,13,7,1.3
acc_1856,0,2,0.89
acc_1857,3,0,0.83
acc_1858,8,5,2.97
acc_1859,11,6,2.73
acc_1860,20,6,5.13
acc_1861,26,5,3.32
acc_1862,18,6,4.97
acc_1863,5,3,1.3
acc_1864,25,10,5.09
acc_1865,20,5,3.88
acc_1866,19,1,3.0
acc_1867,17,2,1.11
acc_1868,25,9,4.99
acc_1869,25,12,4.16
acc_1870,22,7,1.9
acc_1871,0,3,0.1
acc_1872,29,6,2.94
acc_1873,1,1,0.1
acc_1874,7,1,3.81
acc_1875,16,8,1.97
acc_1876,28,5,2.16
acc_1877,4,3,2.9
acc_1878,24,7,3.33
acc_1879,13,9,3.13
acc_1880,17,8,3.57
acc_1881,11,0,2.48
acc_1882,21,8,3.73
acc_1883,28,7,4.14
acc_1884,8,5,2.22
acc_1885,17,3,2.38
acc_1886,21,10,4.38
acc_1887,5,4,0.69
acc_1888,18,4,3.48
acc_1889,23,8,5.87
acc_1890,10,5,1.67
acc_1891,32,10,4.38
acc_1892,15,8,4.28
acc_1893,17,6,2.53
acc_1894,0,2,1.57
acc_1895,10,4,0.1
acc_1896,18,5,3.84
acc_1897,27,8,4.29
acc_1898,13,7,3.42
acc_1899,4,7,2.64
acc_1900,25,6,4.18
acc_1901,27,8,2.92
acc_1902,21,9,2.06
acc_1903,26,9,5.11
acc_1904,26,9,4.74
acc_1905,0,1,0.58
acc_1906,6,6,2.18
acc_1907,14,5,2.02
acc_1908,9,2,2.62
acc_1909,12,7,2.46
acc_1910,0,4,0.1
acc_1911,11,4,2.98
acc_1912,7,3,1.65
acc_1913,2,6,2.06
acc_1914,16,6,3.38
acc_1915,19,2,5.54
acc_1916,0,3,0.1
acc_1917,35,7,3.78
acc_1918,20,7,2.59
acc_1919,26,8,4.84
acc_1920,14,2,0.63
acc_1921,15,8,3.35
acc_1922,19,8,2.93
acc_1923,17,4,3.75
acc_1924,10,6,2.94
acc_1925,2,6,0.1
acc_1926,16,9,4.6
acc_1927,13,4,0.73
acc_1928,18,9,4.95
acc_1929,11,6,2.1
acc_1930,12,3,0.1
acc_1931,16,7,1.22
acc_1932,20,0,3.81
acc_1933,17,5,1.99
acc_1934,17,0,2.78
acc_1935,5,2,0.1
acc_1936,22,6,1.91
acc_1937,24,4,2.4
acc_1938,15,5,2.33
acc_1939,20,5,3.0
acc_1940,13,4,3.22
acc_1941,20,4,2.96
acc_1942,3,2,0.93
acc_1943,30,11,5.11
acc_1944,3,0,1.12
acc_1945,8,5,2.63
acc_1946,0,2,1.46
acc_1947,7,3,2.52
acc_1948,13,5,3.45
acc_1949,10,2,1.6
acc_1950,18,9,4.58
acc_1951,20,6,4.74
acc_1952,3,3,0.83
acc_1953,6,4,1.86
acc_1954,20,7,1.66
acc_1955,10,6,4.12
acc_1956,3,6,1.76
acc_1957,6,5,2.75
acc_1958,0,5,2.17
acc_1959,26,5,4.99
acc_1960,16,6,1.99
acc_1961,12,8,1.81
acc_1962,4,3,1.15
acc_1963,7,3,1.32
acc_1964,3,0,1.28
acc_1965,15,9,2.53
acc_1966,24,6,2.61
acc_1967,23,4,2.19
acc_1968,23,10,3.62
acc_1969,23,3,2.84
acc_1970,14,9,2.65
acc_1971,18,6,5.33
acc_1972,7,0,0.49
acc_1973,18,4,0.1
acc_1974,19,7,3.6
acc_1975,8,6,2.09
acc_1976,7,5,1.3
acc_1977,21,5,3.03
acc_1978,8,1,1.33
acc_1979,12,5,4.37
acc_1980,11,5,2.51
acc_1981,7,2,1.52
acc_1982,7,0,1.83
acc_1983,25,3,5.09
acc_1984,7,3,2.45
acc_1985,18,8,4.0
acc_1986,21,3,2.85
acc_1987,3,3,1.64
acc_1988,9,0,1.0
acc_1989,4,3,1.09
acc_1990,8,2,1.27
acc_1991,33,11,6.94
acc_1992,18,5,3.87
acc_1993,11,1,3.34
