account_id,ticket_volume,severe_tickets
acc_1396,4,2
acc_1397,6,1
acc_1398,6,3
acc_1399,13,3
acc_1400,2,0
acc_1401,9,2
acc_1402,11,4
acc_1403,2,0
acc_1404,11,3
acc_1405,3,2
acc_1406,5,1
acc_1407,12,3
acc_1408,2,2
acc_1409,11,1
acc_1410,6,1
acc_1411,4,2
acc_1412,14,2
acc_1413,2,1
acc_1414,3,2
acc_1415,9,1
acc_1416,13,1
acc_1417,11,0
acc_1418,6,0
acc_1419,8,1
acc_1420,6,2
acc_1421,7,2
acc_1422,5,0
acc_1423,9,1
acc_1424,0,0
acc_1425,9,2
acc_1426,6,1
acc_1427,10,3
acc_1428,7,1
acc_1429,8,0
acc_1430,3,3
acc_1431,4,2
acc_1432,3,0
acc_1433,3,0
acc_1434,9,1
acc_1435,2,2
acc_1436,5,2
acc_1437,4,2
acc_1438,8,1
acc_1439,8,2
acc_1440,12,2
acc_1441,7,1
acc_1442,11,1
acc_1443,3,0
acc_1444,9,1
acc_1445,9,2
acc_1446,13,3
acc_1447,4,3
acc_1448,1,1
acc_1449,8,2
acc_1450,5,2
acc_1451,3,2
acc_1452,16,2
acc_1453,6,1
acc_1454,0,0
acc_1455,16,3
acc_1456,11,3
acc_1457,11,3
acc_1458,9,0
acc_1459,2,0
acc_1460,11,3
acc_1461,7,3
acc_1462,10,3
acc_1463,9,4
acc_1464,13,1
acc_1465,6,2
acc_1466,14,2
acc_1467,7,2
acc_1468,12,3
acc_1469,3,0
acc_1470,9,1
acc_1471,12,2
acc_1472,2,0
acc_1473,10,3
acc_1474,12,4
acc_1475,9,0
acc_1476,8,4
acc_1477,10,3
acc_1478,1,0
acc_1479,10,1
acc_1480,12,3
acc_1481,10,2
acc_1482,9,2
acc_1483,2,0
acc_1484,16,2
acc_1485,13,1
acc_1486,8,1
acc_1487,4,1
acc_1488,14,3
acc_1489,5,0
acc_1490,0,0
acc_1491,17,2
acc_1492,5,1
acc_1493,2,0
acc_1494,7,4
acc_1495,3,1
acc_1496,0,0
acc_1497,5,1
acc_1498,8,1
acc_1499,14,1
acc_1500,6,1
acc_1501,3,1
acc_1502,9,4
acc_1503,9,3
acc_1504,10,0
acc_1505,8,0
acc_1506,6,1
acc_1507,4,2
acc_1508,13,3
acc_1509,8,0
acc_1510,10,0
acc_1511,3,1
acc_1512,4,2
acc_1513,3,1
acc_1514,8,3
acc_1515,2,0
acc_1516,6,2
acc_1517,4,3
acc_1518,4,1
acc_1519,6,0
acc_1520,2,0
acc_1521,6,0
acc_1522,14,0
acc_1523,4,0
acc_1524,11,3
acc_1525,7,2
acc_1526,2,2
acc_1527,5,2
acc_1528,10,3
acc_1529,10,0
acc_1530,6,1
acc_1531,8,2
acc_1532,9,1
acc_1533,4,2
acc_1534,15,0
acc_1535,11,2
acc_1536,4,2
acc_1537,11,3
acc_1538,11,2
acc_1539,9,1
acc_1540,6,2
acc_1541,6,1
acc_1542,13,1
acc_1543,7,2
acc_1544,7,1
acc_1545,6,1
acc_1546,8,2
acc_1547,6,2
acc_1548,9,2
acc_1549,10,2
acc_1550,8,0
acc_1551,9,2
acc_1552,6,0
acc_1553,4,1
acc_1554,2,0
acc_1555,4,0
acc_1556,12,2
acc_1557,11,2
acc_1558,10,2
acc_1559,9,2
acc_1560,4,2
acc_1561,0,0
acc_1562,5,2
acc_1563,9,2
acc_1564,5,1
acc_1565,3,1
acc_1566,2,0
acc_1567,7,0
acc_1568,15,2
acc_1569,14,4
acc_1570,16,1
acc_1571,7,1
acc_1572,6,0
acc_1573,11,3
acc_1574,1,1
acc_1575,6,2
acc_1576,6,4
acc_1577,6,2
acc_1578,5,2
acc_1579,3,3
acc_1580,4,2
acc_1581,8,1
acc_1582,12,2
acc_1583,5,2
acc_1584,7,0
acc_1585,5,0
acc_1586,9,1
acc_1587,7,2
acc_1588,10,2
acc_1589,10,1
acc_1590,11,3
acc_1591,9,2
acc_1592,8,1
acc_1593,5,1
acc_1594,12,3
acc_1595,15,3
acc_1596,11,2
acc_1597,5,2
acc_1598,12,1
acc_1599,2,1
acc_1600,3,1
acc_1601,11,1
acc_1602,4,1
acc_1603,5,2
acc_1604,5,0
acc_1605,0,0
acc_1606,5,4
acc_1607,14,2
acc_1608,3,2
acc_1609,7,1
acc_1610,12,4
acc_1611,3,0
acc_1612,0,0
acc_1613,9,3
acc_1614,12,2
acc_1615,4,2
acc_1616,12,3
acc_1617,3,0
acc_1618,14,3
acc_1619,3,0
acc_1620,8,2
acc_1621,5,2
acc_1622,12,1
acc_1623,8,0
acc_1624,8,2
acc_1625,13,5
acc_1626,3,2
acc_1627,9,2
acc_1628,3,2
acc_1629,6,1
acc_1630,1,0
acc_1631,2,0
acc_1632,8,2
acc_1633,1,0
acc_1634,6,3
acc_1635,6,0
acc_1636,6,0
acc_1637,1,1
acc_1638,3,0
acc_1639,10,2
acc_1640,4,1
acc_1641,12,4
acc_1642,4,2
acc_1643,10,3
acc_1644,6,3
acc_1645,10,3
acc_1646,4,2
acc_1647,7,4
acc_1648,1,1
acc_1649,8,0
acc_1650,13,4
acc_1651,7,1
acc_1652,13,2
acc_1653,5,2
acc_1654,12,2
acc_1655,0,0
acc_1656,9,0
acc_1657,14,2
acc_1658,1,1
acc_1659,7,2
acc_1660,1,0
acc_1661,7,2
acc_1662,16,1
acc_1663,15,1
acc_1664,0,0
acc_1665,1,1
acc_1666,6,2
acc_1667,4,0
acc_1668,9,3
acc_1669,5,0
acc_1670,9,2
acc_1671,2,1
acc_1672,11,3
acc_1673,6,0
acc_1674,6,3
acc_1675,0,0
acc_1676,4,1
acc_1677,11,4
acc_1678,6,3
acc_1679,6,1
acc_1680,8,3
acc_1681,0,0
acc_1682,10,4
acc_1683,7,1
acc_1684,10,2
acc_1685,9,2
acc_1686,3,1
acc_1687,4,0
acc_1688,2,1
acc_1689,11,2
acc_1690,5,0
acc_1691,6,0
acc_1692,6,0
acc_1693,2,0
acc_1694,12,2
acc_1695,11,3
acc_1696,6,1
acc_1697,0,0
acc_1698,2,2
acc_1699,9,2
acc_1700,2,2
acc_1701,7,2
acc_1702,4,0
acc_1703,7,2
acc_1704,9,2
acc_1705,5,3
acc_1706,7,3
acc_1707,7,3
acc_1708,6,2
acc_1709,4,0
acc_1710,15,4
acc_1711,7,3
acc_1712,5,0
acc_1713,9,0
acc_1714,12,1
acc_1715,3,0
acc_1716,5,0
acc_1717,6,1
acc_1718,4,2
acc_1719,6,1
acc_1720,4,0
acc_1721,10,1
acc_1722,12,1
acc_1723,15,1
acc_1724,10,2
acc_1725,10,3
acc_1726,14,2
acc_1727,7,1
acc_1728,0,0
acc_1729,11,2
acc_1730,10,1
acc_1731,9,1
acc_1732,6,0
acc_1733,10,2
acc_1734,10,0
acc_1735,8,1
acc_1736,13,3
acc_1737,5,1
acc_1738,15,1
acc_1739,14,2
acc_1740,12,3
acc_1741,5,0
acc_1742,6,3
acc_1743,16,4
acc_1744,4,2
acc_1745,15,3
acc_1746,1,1
acc_1747,5,1
acc_1748,0,0
acc_1749,1,1
acc_1750,7,3
acc_1751,3,0
acc_1752,12,1
acc_1753,8,1
acc_1754,15,2
acc_1755,2,1
acc_1756,12,1
acc_1757,12,3
acc_1758,10,4
acc_1759,0,0
acc_1760,8,3
acc_1761,14,3
acc_1762,8,1
acc_1763,4,1
acc_1764,12,1
acc_1765,14,1
acc_1766,9,2
acc_1767,4,2
acc_1768,7,0
acc_1769,7,2
acc_1770,9,1
acc_1771,4,2
acc_1772,5,2
acc_1773,8,0
acc_1774,7,0
acc_1775,10,2
acc_1776,5,1
acc_1777,0,0
acc_1778,3,1
acc_1779,10,2
acc_1780,7,2
acc_1781,7,0
acc_1782,5,1
acc_1783,6,0
acc_1784,0,0
acc_1785,9,2
acc_1786,1,0
acc_1787,9,1
acc_1788,1,1
acc_1789,4,3
acc_1790,5,3
acc_1791,13,4
acc_1792,6,2
acc_1793,6,3
acc_1794,8,3
acc_1795,6,2
acc_1796,10,3
acc_1797,9,2
acc_1798,3,1
acc_1799,7,1
acc_1800,14,2
acc_1801,7,1
acc_1802,11,3
acc_1803,5,0
acc_1804,11,2
acc_1805,5,0
acc_1806,5,0
acc_1807,2,2
acc_1808,2,2
acc_1809,9,2
acc_1810,3,1
acc_1811,10,2
acc_1812,7,1
acc_1813,4,0
acc_1814,6,2
acc_1815,14,1
acc_1816,11,2
acc_1817,5,3
acc_1818,15,3
acc_1819,9,2
acc_1820,4,0
acc_1821,10,2
acc_1822,8,0
acc_1823,6,3
acc_1824,5,0
acc_1825,12,0
acc_1826,10,2
acc_1827,6,2
acc_1828,3,2
acc_1829,0,0
acc_1830,2,2
acc_1831,12,4
acc_1832,3,1
acc_1833,6,0
acc_1834,11,2
acc_1835,8,0
acc_1836,5,3
acc_1837,12,3
acc_1838,9,2
acc_1839,9,2
acc_1840,2,0
acc_1841,4,0
acc_1842,12,3
acc_1843,16,2
acc_1844,9,2
acc_1845,9,2
acc_1846,9,2
acc_1847,0,0
acc_1848,13,2
acc_1849,10,2
acc_1850,0,0
acc_1851,7,5
acc_1852,12,0
acc_1853,8,1
acc_1854,10,2
acc_1855,4,2
acc_1856,16,3
acc_1857,14,3
acc_1858,10,0
acc_1859,5,2
acc_1860,3,2
acc_1861,4,0
acc_1862,1,0
acc_1863,10,1
acc_1864,3,1
acc_1865,3,1
acc_1866,10,0
acc_1867,11,1
acc_1868,3,0
acc_1869,4,0
acc_1870,4,0
acc_1871,15,3
acc_1872,1,0
acc_1873,12,4
acc_1874,5,1
acc_1875,8,0
acc_1876,7,0
acc_1877,10,2
acc_1878,6,1
acc_1879,6,2
acc_1880,11,1
acc_1881,13,1
acc_1882,9,1
acc_1883,3,0
acc_1884,9,1
acc_1885,7,1
acc_1886,5,0
acc_1887,10,2
acc_1888,0,0
acc_1889,2,2
acc_1890,9,0
acc_1891,3,2
acc_1892,4,0
acc_1893,9,4
acc_1894,14,3
acc_1895,10,3
acc_1896,3,0
acc_1897,7,0
acc_1898,2,1
acc_1899,12,2
acc_1900,7,2
acc_1901,3,1
acc_1902,8,1
acc_1903,2,1
acc_1904,1,1
acc_1905,11,2
acc_1906,5,1
acc_1907,0,0
acc_1908,8,1
acc_1909,9,1
acc_1910,16,3
acc_1911,9,3
acc_1912,8,3
acc_1913,9,2
acc_1914,7,2
acc_1915,7,1
acc_1916,13,3
acc_1917,3,0
acc_1918,4,1
acc_1919,4,0
acc_1920,10,2
acc_1921,3,1
acc_1922,5,0
acc_1923,10,1
acc_1924,7,2
acc_1925,10,4
acc_1926,8,1
acc_1927,10,2
acc_1928,0,0
acc_1929,7,0
acc_1930,11,1
acc_1931,9,1
acc_1932,11,1
acc_1933,9,1
acc_1934,5,1
acc_1935,11,1
acc_1936,5,2
acc_1937,9,1
acc_1938,12,3
acc_1939,3,0
acc_1940,8,4
acc_1941,7,0
acc_1942,11,2
acc_1943,2,0
acc_1944,9,2
acc_1945,10,1
acc_1946,14,0
acc_1947,10,1
acc_1948,7,3
acc_1949,16,2
acc_1950,3,1
acc_1951,7,1
acc_1952,11,2
acc_1953,10,4
acc_1954,8,1
acc_1955,8,1
acc_1956,12,2
acc_1957,11,3
acc_1958,15,1
acc_1959,3,3
acc_1960,8,3
acc_1961,5,2
acc_1962,9,3
acc_1963,7,2
acc_1964,13,3
acc_1965,3,2
acc_1966,5,0
acc_1967,11,3
acc_1968,0,0
acc_1969,5,2
acc_1970,9,0
acc_1971,6,2
acc_1972,13,3
acc_1973,8,1
acc_1974,8,0
acc_1975,11,2
acc_1976,8,1
acc_1977,8,1
acc_1978,11,3
acc_1979,9,1
acc_1980,11,2
acc_1981,12,3
acc_1982,10,2
acc_1983,6,1
acc_1984,9,2
acc_1985,7,1
acc_1986,7,1
acc_1987,13,2
acc_1988,16,3
acc_1989,11,2
acc_1990,13,3
acc_1991,0,0
acc_1992,3,0
acc_1993,13,1
acc_1994,6,2
acc_1995,9,2
acc_1996,2,1
acc_1997,11,2
acc_1998,8,1
acc_1999,3,1
acc_2000,6,2
acc_2001,16,2
acc_2002,1,1
acc_2003,7,1
acc_2004,7,2
acc_2005,9,2
acc_2006,4,1
acc_2007,9,0
acc_2008,12,3
acc_2009,2,2
acc_2010,4,2
acc_2011,18,3
acc_2012,5,2
acc_2013,12,3
acc_2014,11,2
acc_2015,11,3
acc_2016,5,0
acc_2017,2,0
acc_2018,10,3
acc_2019,6,2
acc_2020,9,1
acc_2021,10,2
acc_2022,5,0
acc_2023,7,1
acc_2024,12,3
acc_2025,5,1
acc_2026,5,3
acc_2027,1,0
acc_2028,4,1
acc_2029,4,2
acc_2030,7,2
acc_2031,2,0
acc_2032,8,3
acc_2033,15,3
acc_2034,8,3
acc_2035,6,1
acc_2036,10,3
acc_2037,8,2
acc_2038,6,1
acc_2039,13,3
acc_2040,3,0
acc_2041,3,0
acc_2042,2,0
acc_2043,2,0
acc_2044,12,0
acc_2045,11,3
acc_2046,2,0
acc_2047,5,0
acc_2048,11,2
acc_2049,12,3
acc_2050,1,1
acc_2051,4,1
acc_2052,5,2
acc_2053,5,1
acc_2054,0,0
acc_2055,8,0
acc_2056,8,2
acc_2057,7,1
acc_2058,13,4
acc_2059,8,2
acc_2060,5,1
acc_2061,5,2
acc_2062,9,2
acc_2063,13,3
acc_2064,2,2
acc_2065,4,1
acc_2066,9,1
acc_2067,1,0
acc_2068,0,0
acc_2069,5,3
acc_2070,10,1
acc_2071,5,1
acc_2072,1,0
acc_2073,8,1
acc_2074,6,0
acc_2075,9,0
acc_2076,4,1
acc_2077,8,2
acc_2078,4,2
acc_2079,9,3
acc_2080,3,0
acc_2081,9,0
acc_2082,8,0
acc_2083,11,1
acc_2084,7,2
acc_2085,4,1
acc_2086,5,1
acc_2087,10,3
acc_2088,8,4
acc_2089,5,1
acc_2090,10,1
acc_2091,5,0
acc_2092,8,2
acc_2093,7,3
acc_2094,9,1
acc_2095,9,1
acc_2096,7,0
acc_2097,8,1
acc_2098,6,2
acc_2099,14,2
acc_2100,11,2
acc_2101,6,3
acc_2102,7,2
acc_2103,16,1
acc_2104,2,1
acc_2105,1,0
acc_2106,8,2
acc_2107,7,1
acc_2108,8,2
acc_2109,10,2
acc_2110,12,5
acc_2111,7,2
acc_2112,3,1
acc_2113,6,2
acc_2114,9,1
acc_2115,5,0
acc_2116,7,2
acc_2117,9,2
acc_2118,7,0
acc_2119,11,4
acc_2120,0,0
acc_2121,9,3
acc_2122,12,2
acc_2123,10,1
acc_2124,12,1
acc_2125,1,0
acc_2126,10,0
acc_2127,15,3
acc_2128,15,3
acc_2129,13,2
acc_2130,3,2
acc_2131,5,2
acc_2132,7,2
acc_2133,5,0
acc_2134,9,2
acc_2135,4,2
acc_2136,16,3
acc_2137,7,0
acc_2138,5,0
acc_2139,7,2
acc_2140,12,4
acc_2141,1,0
acc_2142,13,3
acc_2143,6,2
acc_2144,12,3
acc_2145,13,3
acc_2146,12,3
acc_2147,5,1
acc_2148,10,1
acc_2149,11,2
acc_2150,5,2
acc_2151,4,2
acc_2152,12,2
acc_2153,11,0
acc_2154,8,3
acc_2155,12,0
acc_2156,3,0
acc_2157,3,1
acc_2158,9,1
acc_2159,7,3
acc_2160,9,1
acc_2161,5,1
acc_2162,11,0
acc_2163,4,1
acc_2164,10,2
acc_2165,13,1
acc_2166,6,3
acc_2167,6,2
acc_2168,5,1
acc_2169,11,3
acc_2170,5,1
acc_2171,4,2
acc_2172,5,2
acc_2173,8,0
acc_2174,13,2
acc_2175,13,2
acc_2176,9,1
acc_2177,5,0
acc_2178,8,2
acc_2179,10,1
acc_2180,9,0
acc_2181,1,1
acc_2182,5,1
acc_2183,10,0
acc_2184,11,2
acc_2185,0,0
acc_2186,0,0
acc_2187,3,2
acc_2188,7,1
acc_2189,10,2
acc_2190,8,1
acc_2191,7,0
acc_2192,5,1
acc_2193,7,3
acc_2194,11,5
acc_2195,4,4
acc_2196,7,1
acc_2197,4,0
acc_2198,9,1
acc_2199,2,2
acc_2200,11,1
acc_2201,7,2
acc_2202,0,0
acc_2203,2,1
acc_2204,11,1
acc_2205,11,2
acc_2206,5,0
acc_2207,7,0
acc_2208,7,0
acc_2209,17,1
acc_2210,0,0
acc_2211,5,1
acc_2212,8,0
acc_2213,4,0
acc_2214,3,0
acc_2215,1,0
acc_2216,11,3
acc_2217,3,0
acc_2218,2,2
acc_2219,10,3
acc_2220,8,2
acc_2221,7,0
acc_2222,9,1
acc_2223,9,1
acc_2224,7,3
acc_2225,8,0
acc_2226,0,0
acc_2227,0,0
acc_2228,9,2
acc_2229,7,1
acc_2230,4,3
acc_2231,4,2
acc_2232,1,1
acc_2233,6,0
acc_2234,15,4
acc_2235,2,2
acc_2236,10,4
acc_2237,11,0
acc_2238,12,2
acc_2239,9,1
acc_2240,12,1
acc_2241,11,2
acc_2242,4,1
acc_2243,3,1
acc_2244,12,1
acc_2245,5,2
acc_2246,6,2
acc_2247,13,3
acc_2248,11,3
acc_2249,0,0
acc_2250,0,0
acc_2251,9,2
acc_2252,10,4
acc_2253,8,3
acc_2254,8,2
acc_2255,8,2
acc_2256,8,2
acc_2257,10,2
acc_2258,10,3
acc_2259,1,1
acc_2260,14,2
acc_2261,12,1
acc_2262,2,2
acc_2263,5,2
acc_2264,13,3
acc_2265,4,1
acc_2266,2,1
acc_2267,13,3
acc_2268,9,3
acc_2269,9,3
acc_2270,8,0
acc_2271,2,0
acc_2272,11,2
acc_2273,13,1
acc_2274,3,2
acc_2275,7,1
acc_2276,8,3
acc_2277,7,1
acc_2278,5,1
acc_2279,13,1
acc_2280,5,0
acc_2281,7,1
acc_2282,15,3
acc_2283,9,3
acc_2284,6,0
acc_2285,3,1
acc_2286,4,2
acc_2287,10,3
acc_2288,5,0
acc_2289,3,0
acc_2290,1,0
acc_2291,2,1
acc_2292,11,3
acc_2293,2,0
acc_2294,10,2
acc_2295,3,1
acc_2296,10,1
acc_2297,15,3
acc_2298,11,3
acc_2299,3,0
acc_2300,13,3
acc_2301,4,0
acc_2302,7,0
acc_2303,10,3
acc_2304,7,2
acc_2305,8,1
acc_2306,11,1
acc_2307,7,2
acc_2308,9,1
acc_2309,6,2
acc_2310,6,0
acc_2311,7,1
acc_2312,11,3
acc_2313,8,1
acc_2314,15,2
acc_2315,3,1
acc_2316,6,0
acc_2317,6,1
acc_2318,9,3
acc_2319,6,2
acc_2320,0,0
acc_2321,7,1
acc_2322,5,3
acc_2323,5,2
acc_2324,3,1
acc_2325,7,1
acc_2326,2,2
acc_2327,8,2
acc_2328,3,2
acc_2329,5,2
acc_2330,13,2
acc_2331,8,0
acc_2332,5,3
acc_2333,10,4
acc_2334,13,1
acc_2335,9,3
acc_2336,6,1
acc_2337,12,2
acc_2338,10,2
acc_2339,9,3
acc_2340,5,0
acc_2341,11,2
acc_2342,9,3
acc_2343,6,0
acc_2344,7,1
acc_2345,7,0
acc_2346,3,2
acc_2347,11,3
acc_2348,3,0
acc_2349,9,4
acc_2350,9,1
acc_2351,3,1
acc_2352,11,3
acc_2353,0,0
acc_2354,0,0
acc_2355,8,3
acc_2356,10,1
acc_2357,8,1
acc_2358,0,0
acc_2359,12,2
acc_2360,12,2
acc_2361,5,1
acc_2362,3,0
acc_2363,2,0
acc_2364,10,1
acc_2365,9,2
acc_2366,3,0
acc_2367,12,3
acc_2368,7,1
acc_2369,8,3
acc_2370,13,2
acc_2371,6,3
acc_2372,13,2
acc_2373,2,1
acc_2374,7,1
acc_2375,8,2
acc_2376,11,2
acc_2377,9,3
acc_2378,12,1
acc_2379,15,5
acc_2380,9,1
acc_2381,9,3
acc_2382,13,2
acc_2383,10,2
acc_2384,10,2
acc_2385,9,1
acc_2386,4,1
acc_2387,9,1
acc_2388,4,2
acc_2389,1,0
acc_2390,12,2
acc_2391,7,2
acc_2392,3,1
acc_2393,14,1
acc_2394,5,3
acc_2395,0,0
acc_2396,16,2
acc_2397,3,2
acc_2398,0,0
acc_2399,9,3
acc_2400,10,3
acc_2401,10,2
acc_2402,8,1
acc_2403,10,0
acc_2404,1,1
acc_2405,3,0
acc_2406,9,1
acc_2407,4,1
acc_2408,10,1
acc_2409,8,2
acc_2410,5,1
acc_2411,5,1
acc_2412,9,4
acc_2413,2,0
acc_2414,9,1
acc_2415,10,2
acc_2416,15,1
acc_2417,12,3
acc_2418,16,3
acc_2419,14,2
acc_2420,4,0
acc_2421,9,0
acc_2422,5,1
acc_2423,9,1
acc_2424,4,0
acc_2425,6,3
acc_2426,7,2
acc_2427,8,2
acc_2428,4,2
acc_2429,7,2
acc_2430,5,1
acc_2431,7,1
acc_2432,12,4
acc_2433,13,3
acc_2434,5,1
acc_2435,9,3
acc_2436,9,2
acc_2437,0,0
acc_2438,14,3
acc_2439,8,2
acc_2440,2,0
acc_2441,3,1
acc_2442,10,3
acc_2443,7,2
acc_2444,3,1
acc_2445,8,3
acc_2446,5,0
acc_2447,8,0
acc_2448,2,1
acc_2449,0,0
acc_2450,6,0
acc_2451,8,1
acc_2452,8,2
acc_2453,10,2
acc_2454,9,1
acc_2455,11,2
acc_2456,3,1
acc_2457,2,0
acc_2458,4,1
acc_2459,10,2
acc_2460,6,0
acc_2461,8,1
acc_2462,10,4
acc_2463,8,0
acc_2464,0,0
acc_2465,13,3
acc_2466,4,0
acc_2467,6,2
acc_2468,2,0
acc_2469,9,3
acc_2470,12,3
acc_2471,7,1
acc_2472,14,2
acc_2473,13,4
acc_2474,5,0
acc_2475,5,0
acc_2476,5,0
acc_2477,11,0
acc_2478,10,2
acc_2479,5,0
acc_2480,11,1
acc_2481,14,2
acc_2482,12,3
acc_2483,9,3
acc_2484,6,2
acc_2485,6,0
acc_2486,3,0
acc_2487,11,2
acc_2488,6,1
acc_2489,4,1
acc_2490,9,1
acc_2491,3,1
acc_2492,11,3
acc_2493,6,3
acc_2494,7,2
acc_2495,8,1
acc_2496,11,1
acc_2497,4,1
acc_2498,6,0
acc_2499,4,0
acc_2500,11,1
acc_2501,5,1
acc_2502,5,2
acc_2503,3,0
acc_2504,9,4
acc_2505,11,2
acc_2506,12,2
acc_2507,6,0
acc_2508,9,3
acc_2509,13,2
acc_2510,7,0
acc_2511,4,0
acc_2512,11,2
acc_2513,13,3
acc_2514,2,1
acc_2515,6,1
acc_2516,4,1
acc_2517,6,2
acc_2518,4,2
acc_2519,5,2
acc_2520,17,2
acc_2521,8,1
acc_2522,3,1
acc_2523,9,3
acc_2524,10,3
acc_2525,11,2
acc_2526,8,1
acc_2527,7,0
acc_2528,1,1
acc_2529,6,0
acc_2530,5,3
acc_2531,13,3
acc_2532,10,1
acc_2533,2,2
acc_2534,13,3
acc_2535,11,3
acc_2536,8,2
acc_2537,9,2
acc_2538,5,0
acc_2539,11,2
acc_2540,12,2
acc_2541,9,2
acc_2542,7,1
acc_2543,9,1
acc_2544,14,4
acc_2545,13,1
acc_2546,0,0
acc_2547,13,1
acc_2548,8,2
acc_2549,4,1
acc_2550,6,0
acc_2551,9,3
acc_2552,3,0
acc_2553,12,3
acc_2554,11,1
acc_2555,6,3
acc_2556,10,0
acc_2557,7,1
acc_2558,9,1
acc_2559,2,1
acc_2560,4,1
acc_2561,6,1
acc_2562,0,0
acc_2563,8,0
acc_2564,1,0
acc_2565,2,0
acc_2566,5,0
acc_2567,9,2
acc_2568,15,1
acc_2569,11,3
acc_2570,10,4
acc_2571,4,2
acc_2572,7,1
acc_2573,7,4
acc_2574,6,0
acc_2575,10,1
acc_2576,4,2
acc_2577,8,3
acc_2578,11,1
acc_2579,12,2
acc_2580,0,0
acc_2581,5,1
acc_2582,2,0
acc_2583,1,1
acc_2584,6,1
acc_2585,3,2
acc_2586,2,1
acc_2587,8,2
acc_2588,7,0
acc_2589,10,3
acc_2590,3,2
acc_2591,0,0
acc_2592,7,3
acc_2593,10,1
acc_2594,3,0
acc_2595,13,3
acc_2596,10,2
acc_2597,2,1
acc_2598,9,4
acc_2599,10,1
acc_2600,13,2
acc_2601,5,1
acc_2602,6,0
acc_2603,6,3
acc_2604,4,0
acc_2605,9,1
acc_2606,11,0
acc_2607,11,3
acc_2608,11,2
acc_2609,6,2
acc_2610,12,2
acc_2611,9,3
acc_2612,3,3
acc_2613,12,1
acc_2614,11,1
acc_2615,7,1
acc_2616,10,1
acc_2617,10,2
acc_2618,7,0
acc_2619,9,3
acc_2620,1,0
acc_2621,6,2
acc_2622,4,1
acc_2623,10,0
acc_2624,12,3
acc_2625,7,0
acc_2626,4,0
acc_2627,13,2
acc_2628,4,1
acc_2629,2,0
acc_2630,12,2
acc_2631,8,1
acc_2632,2,0
acc_2633,13,0
acc_2634,5,1
acc_2635,15,3
acc_2636,6,0
acc_2637,12,1
acc_2638,6,2
acc_2639,4,2
acc_2640,4,1
acc_2641,13,1
acc_2642,12,2
acc_2643,4,2
acc_2644,0,0
acc_2645,7,1
acc_2646,1,0
acc_2647,3,0
acc_2648,17,4
acc_2649,12,3
acc_2650,9,0
acc_2651,7,1
acc_2652,12,4
acc_2653,7,2
acc_2654,3,2
acc_2655,9,1
acc_2656,9,2
acc_2657,5,3
acc_2658,5,1
acc_2659,8,1
acc_2660,3,2
acc_2661,11,2
acc_2662,7,2
acc_2663,10,2
acc_2664,10,2
acc_2665,5,1
acc_2666,0,0
acc_2667,10,3
acc_2668,6,1
acc_2669,14,3
acc_2670,16,2
acc_2671,11,1
acc_2672,4,1
acc_2673,6,2
acc_2674,8,1
acc_2675,11,3
acc_2676,5,0
acc_2677,8,2
acc_2678,10,2
acc_2679,11,2
acc_2680,11,3
acc_2681,3,2
acc_2682,7,0
acc_2683,8,0
acc_2684,5,1
acc_2685,2,0
acc_2686,9,2
acc_2687,7,4
acc_2688,2,2
acc_2689,8,0
acc_2690,1,1
acc_2691,6,2
acc_2692,7,1
acc_2693,12,1
acc_2694,7,3
acc_2695,3,2
acc_2696,7,1
acc_2697,4,2
acc_2698,7,0
acc_2699,6,0
acc_2700,10,2
acc_2701,1,1
acc_2702,13,2
acc_2703,16,4
acc_2704,11,2
acc_2705,4,2
acc_2706,13,3
acc_2707,6,4
acc_2708,12,0
acc_2709,5,0
acc_2710,6,1
acc_2711,2,2
acc_2712,14,4
acc_2713,11,2
acc_2714,6,1
acc_2715,9,3
acc_2716,7,2
acc_2717,1,1
acc_2718,7,0
acc_2719,9,3
acc_2720,12,2
acc_2721,9,4
acc_2722,4,0
acc_2723,12,3
acc_2724,9,3
acc_2725,3,0
acc_2726,0,0
acc_2727,10,2
acc_2728,6,0
acc_2729,9,2
acc_2730,6,2
acc_2731,10,1
acc_2732,7,1
acc_2733,9,2
acc_2734,2,1
acc_2735,11,3
acc_2736,0,0
acc_2737,10,2
acc_2738,7,1
acc_2739,8,0
acc_2740,6,1
acc_2741,13,1
acc_2742,3,0
acc_2743,8,0
acc_2744,4,1
acc_2745,10,3
acc_2746,10,3
acc_2747,13,3
acc_2748,5,0
acc_2749,11,1
acc_2750,7,0
acc_2751,2,2
acc_2752,12,2
acc_2753,3,0
acc_2754,4,1
acc_2755,0,0
acc_2756,8,3
acc_2757,9,1
acc_2758,7,1
acc_2759,9,3
acc_2760,13,0
acc_2761,5,0
acc_2762,7,1
acc_2763,10,2
acc_2764,7,2
acc_2765,1,1
acc_2766,8,2
acc_2767,9,3
acc_2768,6,4
acc_2769,13,0
acc_2770,6,1
acc_2771,11,3
acc_2772,15,2
acc_2773,9,2
acc_2774,11,1
acc_2775,14,2
acc_2776,9,1
acc_2777,17,0
acc_2778,8,2
acc_2779,12,3
acc_2780,7,1
acc_2781,7,1
acc_2782,2,0
acc_2783,6,2
acc_2784,1,0
acc_2785,5,3
acc_2786,5,1
acc_2787,7,0
acc_2788,12,2
acc_2789,10,3
acc_2790,9,4
acc_2791,5,0
acc_2792,0,0
acc_2793,6,0
