account_id,arr,plan_tier,seats,billing_interval,churned
acc_1237,28572.05,Professional,47,annual,1
acc_1238,85824.75,Enterprise,72,annual,1
acc_1239,249.1,Starter,1,monthly,1
acc_1240,79265.22,Enterprise,61,monthly,1
acc_1241,1128.12,Starter,5,annual,1
acc_1242,127708.32,Enterprise,100,annual,0
acc_1243,1830.95,Starter,7,monthly,0
acc_1244,701.8,Starter,3,annual,1
acc_1245,885.82,Starter,4,monthly,1
acc_1246,1277.26,Starter,5,annual,1
acc_1247,22468.73,Professional,36,annual,0
acc_1248,6786.31,Professional,12,monthly,1
acc_1249,186336.02,Enterprise,157,monthly,0
acc_1250,731.23,Starter,3,monthly,1
acc_1251,1344.92,Starter,6,monthly,0
acc_1252,6257.9,Professional,10,annual,0
acc_1253,747.34,Starter,3,annual,1
acc_1254,257289.17,Enterprise,199,monthly,1
acc_1255,17634.11,Professional,29,annual,1
acc_1256,9742.68,Professional,16,monthly,0
acc_1257,1965.84,Starter,8,annual,0
acc_1258,1603.99,Starter,7,annual,1
acc_1259,6310.33,Professional,10,annual,1
acc_1260,11770.5,Professional,19,monthly,1
acc_1261,142234.84,Enterprise,111,monthly,1
acc_1262,13276.84,Professional,21,monthly,0
acc_1263,92494.3,Enterprise,75,monthly,0
acc_1264,119691.71,Enterprise,107,monthly,0
acc_1265,260.12,Starter,1,annual,1
acc_1266,224281.14,Enterprise,192,monthly,0
acc_1267,524.57,Starter,2,monthly,1
acc_1268,7646.92,Professional,13,monthly,0
acc_1269,8920.2,Professional,16,monthly,0
acc_1270,12277.43,Professional,19,monthly,0
acc_1271,1016.65,Starter,4,monthly,1
acc_1272,19665.02,Professional,31,monthly,1
acc_1273,128870.65,Enterprise,117,monthly,0
acc_1274,71006.49,Enterprise,55,monthly,0
acc_1275,20793.31,Professional,34,monthly,1
acc_1276,1192.89,Starter,5,annual,1
acc_1277,207865.79,Enterprise,160,annual,0
acc_1278,221933.14,Enterprise,179,monthly,0
acc_1279,889.54,Starter,4,monthly,1
acc_1280,963.75,Starter,4,annual,0
acc_1281,89993.52,Enterprise,73,monthly,1
acc_1282,108834.78,Enterprise,84,monthly,0
acc_1283,2064.91,Starter,9,monthly,0
acc_1284,121979.15,Enterprise,96,annual,1
acc_1285,24167.15,Professional,38,annual,0
acc_1286,88858.55,Enterprise,80,monthly,1
acc_1287,26019.26,Professional,48,monthly,0
acc_1288,14634.46,Professional,24,monthly,1
acc_1289,1015.58,Starter,4,annual,0
acc_1290,167402.75,Enterprise,138,annual,0
acc_1291,17852.85,Professional,28,monthly,1
acc_1292,153669.09,Enterprise,125,annual,1
acc_1293,989.43,Starter,4,monthly,0
acc_1294,26082.17,Professional,48,monthly,1
acc_1295,14867.06,Professional,27,monthly,1
acc_1296,1003.21,Starter,4,monthly,1
acc_1297,505.23,Starter,2,monthly,0
acc_1298,1936.2,Starter,8,annual,1
acc_1299,7329.84,Professional,12,monthly,0
acc_1300,9205.86,Professional,15,monthly,1
acc_1301,884.16,Starter,4,monthly,1
acc_1302,1240.3,Starter,5,monthly,0
acc_1303,18519.91,Professional,31,monthly,0
acc_1304,1959.37,Starter,8,monthly,0
acc_1305,24303.08,Professional,40,monthly,0
acc_1306,18946.8,Professional,30,monthly,1
acc_1307,9829.88,Professional,17,monthly,0
acc_1308,5848.23,Professional,10,monthly,0
acc_1309,939.19,Starter,4,monthly,0
acc_1310,1262.99,Starter,5,monthly,0
acc_1311,197638.99,Enterprise,167,monthly,0
acc_1312,200927.13,Enterprise,179,annual,0
acc_1313,7895.58,Professional,12,annual,0
acc_1314,1198.41,Starter,5,annual,0
acc_1315,21018.17,Professional,38,monthly,0
acc_1316,189852.5,Enterprise,153,monthly,1
acc_1317,9430.49,Professional,15,annual,0
acc_1318,129605.78,Enterprise,108,monthly,1
acc_1319,1482.18,Starter,6,monthly,1
acc_1320,23550.28,Professional,42,annual,0
acc_1321,15772.07,Professional,27,monthly,0
acc_1322,5594.19,Professional,10,monthly,1
acc_1323,18180.52,Professional,31,annual,0
acc_1324,24301.44,Professional,40,annual,0
acc_1325,172000.37,Enterprise,145,annual,1
acc_1326,136905.61,Enterprise,112,monthly,0
acc_1327,1680.59,Starter,7,annual,0
acc_1328,18500.41,Professional,32,annual,0
acc_1329,216197.45,Enterprise,194,annual,0
acc_1330,684.38,Starter,3,annual,0
acc_1331,9589.46,Professional,17,monthly,0
acc_1332,749.87,Starter,3,monthly,0
acc_1333,2298.23,Starter,9,annual,0
acc_1334,129048.01,Enterprise,103,monthly,1
acc_1335,23455.43,Professional,38,monthly,1
acc_1336,16154.38,Professional,28,annual,0
acc_1337,250.13,Starter,1,monthly,0
acc_1338,1960.35,Starter,8,monthly,0
acc_1339,189878.27,Enterprise,174,monthly,1
acc_1340,16222.84,Professional,25,monthly,1
acc_1341,659.51,Starter,3,monthly,1
acc_1342,237728.68,Enterprise,198,annual,0
acc_1343,16843.91,Professional,28,monthly,0
acc_1344,29460.28,Professional,46,monthly,0
acc_1345,20136.61,Professional,31,annual,1
acc_1346,1305.52,Starter,5,monthly,0
acc_1347,17034.1,Professional,28,monthly,0
acc_1348,8079.31,Professional,13,annual,1
acc_1349,660.75,Starter,3,monthly,0
acc_1350,8379.7,Professional,14,annual,0
acc_1351,259.1,Starter,1,annual,0
acc_1352,8325.57,Professional,14,annual,0
acc_1353,1096.7,Starter,5,monthly,0
acc_1354,80098.93,Enterprise,71,monthly,0
acc_1355,205856.21,Enterprise,174,monthly,0
acc_1356,1819.21,Starter,8,annual,1
acc_1357,171425.93,Enterprise,146,annual,1
acc_1358,19718.48,Professional,34,annual,1
acc_1359,19082.96,Professional,33,monthly,1
acc_1360,181810.12,Enterprise,165,monthly,0
acc_1361,1291.85,Starter,5,monthly,1
acc_1362,997.0,Starter,4,monthly,0
acc_1363,2213.3,Starter,9,annual,1
acc_1364,6127.76,Professional,10,monthly,0
acc_1365,235.03,Starter,1,monthly,0
acc_1366,23635.52,Professional,37,annual,1
acc_1367,1303.21,Starter,5,monthly,0
acc_1368,16220.22,Professional,30,annual,1
acc_1369,219.8,Starter,1,monthly,0
acc_1370,1490.39,Starter,6,annual,0
acc_1371,2045.98,Starter,9,monthly,0
acc_1372,18183.33,Professional,28,monthly,1
acc_1373,96733.97,Enterprise,78,monthly,1
acc_1374,467.36,Starter,2,annual,0
acc_1375,18874.68,Professional,32,monthly,1
acc_1376,246670.74,Enterprise,198,monthly,0
acc_1377,56805.4,Enterprise,51,annual,0
acc_1378,14858.22,Professional,23,monthly,0
acc_1379,864.92,Starter,4,annual,0
acc_1380,2103.92,Starter,8,monthly,0
acc_1381,672.14,Starter,3,monthly,1
acc_1382,9435.8,Professional,15,monthly,0
acc_1383,22336.43,Professional,41,monthly,1
acc_1384,24262.63,Professional,41,monthly,0
acc_1385,1723.79,Starter,7,monthly,1
acc_1386,1535.6,Starter,7,monthly,0
acc_1387,107961.53,Enterprise,91,monthly,1
acc_1388,116428.03,Enterprise,101,monthly,1
acc_1389,10196.42,Professional,17,monthly,0
acc_1390,480.44,Starter,2,monthly,1
acc_1391,110355.64,Enterprise,87,annual,0
acc_1392,887.71,Starter,4,monthly,1
acc_1393,25296.61,Professional,46,monthly,1
acc_1394,235.29,Starter,1,monthly,1
acc_1395,20041.57,Professional,31,annual,0
acc_1396,10924.75,Professional,17,monthly,0
acc_1397,218591.69,Enterprise,180,monthly,0
acc_1398,30392.68,Professional,47,annual,1
acc_1399,160433.59,Enterprise,126,monthly,1
acc_1400,10893.7,Professional,19,monthly,1
acc_1401,6724.95,Professional,12,annual,1
acc_1402,1843.64,Starter,8,monthly,1
acc_1403,2042.11,Starter,9,monthly,1
acc_1404,13523.98,Professional,22,monthly,1
acc_1405,234312.15,Enterprise,192,monthly,0
acc_1406,244.72,Starter,1,monthly,0
acc_1407,1575.61,Starter,7,monthly,0
acc_1408,254.01,Starter,1,monthly,0
acc_1409,182346.82,Enterprise,154,monthly,0
acc_1410,238.68,Starter,1,annual,1
acc_1411,2374.69,Starter,9,annual,0
acc_1412,1377.29,Starter,6,monthly,1
acc_1413,234.92,Starter,1,monthly,1
acc_1414,29816.43,Professional,48,monthly,0
acc_1415,76186.65,Enterprise,59,monthly,1
acc_1416,1554.6,Starter,7,annual,0
acc_1417,753.85,Starter,3,annual,1
acc_1418,219765.46,Enterprise,169,monthly,0
acc_1419,207944.34,Enterprise,176,monthly,1
acc_1420,919.05,Starter,4,annual,0
acc_1421,994.13,Starter,4,annual,0
acc_1422,185666.4,Enterprise,163,monthly,0
acc_1423,22858.48,Professional,39,monthly,0
acc_1424,152840.59,Enterprise,118,monthly,1
acc_1425,1954.69,Starter,8,annual,1
acc_1426,7168.16,Professional,13,monthly,1
acc_1427,8693.46,Professional,15,annual,1
acc_1428,194425.9,Enterprise,158,monthly,0
acc_1429,111187.03,Enterprise,93,annual,1
acc_1430,247.7,Starter,1,monthly,0
acc_1431,15784.32,Professional,25,monthly,0
acc_1432,1912.56,Starter,8,monthly,0
acc_1433,90863.92,Enterprise,69,monthly,0
acc_1434,20142.59,Professional,31,monthly,0
acc_1435,170722.93,Enterprise,156,monthly,1
acc_1436,2059.1,Starter,9,monthly,1
acc_1437,1612.98,Starter,7,monthly,0
acc_1438,224.85,Starter,1,monthly,0
acc_1439,1616.84,Starter,7,monthly,1
acc_1440,1418.35,Starter,6,monthly,0
acc_1441,183518.54,Enterprise,168,monthly,0
acc_1442,19989.94,Professional,36,monthly,1
acc_1443,16546.49,Professional,30,monthly,0
acc_1444,172396.34,Enterprise,158,monthly,0
acc_1445,68146.88,Enterprise,57,monthly,0
acc_1446,22042.14,Professional,38,monthly,1
acc_1447,1304.51,Starter,5,monthly,0
acc_1448,1104.66,Starter,5,monthly,0
acc_1449,6511.24,Professional,10,monthly,1
acc_1450,21465.03,Professional,39,annual,1
acc_1451,20272.1,Professional,33,monthly,0
acc_1452,12534.01,Professional,22,monthly,1
acc_1453,117615.87,Enterprise,92,monthly,0
acc_1454,204718.99,Enterprise,187,annual,1
acc_1455,117774.18,Enterprise,90,monthly,0
acc_1456,197532.85,Enterprise,181,annual,1
acc_1457,227.57,Starter,1,annual,1
acc_1458,1429.69,Starter,6,annual,0
acc_1459,24598.35,Professional,39,annual,0
acc_1460,22894.67,Professional,35,monthly,1
acc_1461,25428.7,Professional,43,monthly,0
acc_1462,1009.4,Starter,4,annual,1
acc_1463,227067.94,Enterprise,181,annual,0
acc_1464,243.42,Starter,1,monthly,0
acc_1465,90944.9,Enterprise,73,monthly,0
acc_1466,15792.47,Professional,29,annual,0
acc_1467,1897.57,Starter,8,monthly,1
acc_1468,2029.77,Starter,8,monthly,1
acc_1469,955.05,Starter,4,monthly,0
acc_1470,1805.5,Starter,7,monthly,0
acc_1471,9600.55,Professional,15,monthly,1
acc_1472,772.34,Starter,3,annual,1
acc_1473,77783.94,Enterprise,70,monthly,0
acc_1474,1821.75,Starter,8,annual,0
acc_1475,1521.94,Starter,7,annual,1
acc_1476,246068.1,Enterprise,187,annual,0
acc_1477,10230.06,Professional,18,annual,1
acc_1478,26866.36,Professional,46,monthly,0
acc_1479,1145.98,Starter,5,monthly,1
acc_1480,1089.55,Starter,5,annual,0
acc_1481,2056.86,Starter,9,monthly,0
acc_1482,25382.04,Professional,46,monthly,0
acc_1483,1409.55,Starter,6,monthly,1
acc_1484,16400.47,Professional,25,monthly,1
acc_1485,118520.38,Enterprise,95,annual,1
acc_1486,1499.59,Starter,6,monthly,1
acc_1487,202089.58,Enterprise,170,annual,1
acc_1488,509.89,Starter,2,monthly,0
acc_1489,120712.9,Enterprise,93,monthly,0
acc_1490,195305.03,Enterprise,149,monthly,1
acc_1491,1103.76,Starter,5,annual,1
acc_1492,105871.39,Enterprise,82,monthly,0
acc_1493,7371.13,Professional,13,annual,1
acc_1494,940.28,Starter,4,annual,1
acc_1495,23839.75,Professional,41,monthly,0
acc_1496,177610.46,Enterprise,143,annual,0
acc_1497,103997.66,Enterprise,85,monthly,0
acc_1498,663.71,Starter,3,monthly,0
acc_1499,18384.22,Professional,29,monthly,1
acc_1500,2133.93,Starter,9,monthly,0
acc_1501,20530.13,Professional,38,monthly,0
acc_1502,23589.62,Professional,40,monthly,0
acc_1503,1685.49,Starter,7,annual,1
acc_1504,14254.89,Professional,26,monthly,1
acc_1505,69208.89,Enterprise,62,monthly,0
acc_1506,22413.77,Professional,34,monthly,0
acc_1507,81212.47,Enterprise,63,monthly,0
acc_1508,889.6,Starter,4,monthly,1
acc_1509,120708.15,Enterprise,99,monthly,0
acc_1510,2107.83,Starter,9,annual,1
acc_1511,15131.22,Professional,25,monthly,1
acc_1512,17297.46,Professional,29,monthly,0
acc_1513,127712.02,Enterprise,117,monthly,0
acc_1514,2080.26,Starter,9,monthly,1
acc_1515,10546.19,Professional,19,annual,0
acc_1516,19157.64,Professional,32,annual,0
acc_1517,1816.86,Starter,7,annual,1
acc_1518,27697.49,Professional,42,monthly,0
acc_1519,1306.62,Starter,5,monthly,0
acc_1520,2369.82,Starter,9,monthly,0
acc_1521,1517.12,Starter,7,monthly,1
acc_1522,2259.12,Starter,9,monthly,1
acc_1523,57275.39,Enterprise,50,monthly,0
acc_1524,14165.23,Professional,22,monthly,1
acc_1525,21680.03,Professional,34,monthly,0
acc_1526,709.01,Starter,3,monthly,0
acc_1527,2148.45,Starter,9,annual,1
acc_1528,26303.31,Professional,46,monthly,1
acc_1529,229.86,Starter,1,monthly,1
acc_1530,68405.06,Enterprise,52,monthly,0
acc_1531,234091.77,Enterprise,181,monthly,0
acc_1532,70941.06,Enterprise,63,monthly,0
acc_1533,25787.83,Professional,45,monthly,0
acc_1534,18250.25,Professional,33,monthly,1
acc_1535,181791.4,Enterprise,138,monthly,1
acc_1536,9732.98,Professional,15,monthly,1
acc_1537,14550.04,Professional,24,annual,0
acc_1538,26795.33,Professional,43,monthly,1
acc_1539,8186.8,Professional,13,monthly,0
acc_1540,12982.52,Professional,23,monthly,0
acc_1541,8478.08,Professional,13,monthly,1
acc_1542,22318.74,Professional,37,monthly,1
acc_1543,167532.63,Enterprise,152,monthly,1
acc_1544,22330.7,Professional,38,annual,0
acc_1545,16529.33,Professional,27,monthly,0
acc_1546,1164.68,Starter,5,monthly,0
acc_1547,217118.78,Enterprise,174,monthly,0
acc_1548,516.68,Starter,2,monthly,1
acc_1549,18346.18,Professional,29,annual,1
acc_1550,143171.6,Enterprise,116,monthly,1
acc_1551,24659.81,Professional,41,monthly,1
acc_1552,228.21,Starter,1,annual,1
acc_1553,713.51,Starter,3,annual,0
acc_1554,64417.29,Enterprise,56,monthly,1
acc_1555,1825.83,Starter,7,monthly,0
acc_1556,778.65,Starter,3,annual,1
acc_1557,9497.89,Professional,17,annual,1
acc_1558,14051.72,Professional,22,monthly,1
acc_1559,30593.14,Professional,49,monthly,0
acc_1560,11826.46,Professional,18,monthly,0
acc_1561,67898.03,Enterprise,57,monthly,1
acc_1562,116558.93,Enterprise,93,monthly,1
acc_1563,29505.16,Professional,49,monthly,1
acc_1564,1973.98,Starter,9,monthly,0
acc_1565,22915.69,Professional,42,monthly,1
acc_1566,11647.72,Professional,21,monthly,1
acc_1567,26474.97,Professional,46,monthly,0
acc_1568,685.31,Starter,3,annual,0
acc_1569,21331.57,Professional,34,annual,1
acc_1570,230335.15,Enterprise,184,annual,1
acc_1571,22323.29,Professional,34,monthly,1
acc_1572,14431.17,Professional,25,monthly,1
acc_1573,16315.36,Professional,25,annual,1
acc_1574,1472.5,Starter,6,annual,0
acc_1575,28772.98,Professional,48,annual,0
acc_1576,496.11,Starter,2,monthly,0
acc_1577,27470.55,Professional,44,monthly,1
acc_1578,17940.21,Professional,32,annual,1
acc_1579,10713.5,Professional,17,annual,1
acc_1580,2006.47,Starter,8,annual,0
acc_1581,1319.41,Starter,5,monthly,0
acc_1582,7793.2,Professional,12,monthly,1
acc_1583,497.73,Starter,2,monthly,1
acc_1584,1751.35,Starter,7,annual,0
acc_1585,21566.1,Professional,33,annual,1
acc_1586,20337.9,Professional,31,monthly,1
acc_1587,124011.75,Enterprise,97,monthly,0
acc_1588,140323.36,Enterprise,111,monthly,1
acc_1589,664.04,Starter,3,monthly,0
acc_1590,1279.28,Starter,5,monthly,1
acc_1591,13118.82,Professional,23,annual,0
acc_1592,89932.81,Enterprise,74,annual,1
acc_1593,2119.12,Starter,9,monthly,1
acc_1594,18025.66,Professional,31,monthly,1
acc_1595,24820.89,Professional,43,monthly,1
acc_1596,28919.31,Professional,45,monthly,0
acc_1597,252.92,Starter,1,annual,0
acc_1598,201339.83,Enterprise,167,annual,1
acc_1599,24789.51,Professional,40,monthly,1
acc_1600,526.51,Starter,2,monthly,1
acc_1601,1175.41,Starter,5,monthly,0
acc_1602,969.81,Starter,4,monthly,1
acc_1603,18120.69,Professional,30,monthly,0
acc_1604,9132.43,Professional,14,monthly,1
acc_1605,232.87,Starter,1,annual,0
acc_1606,18433.82,Professional,28,monthly,1
acc_1607,17296.91,Professional,30,annual,0
acc_1608,1548.59,Starter,7,monthly,1
acc_1609,6192.61,Professional,11,annual,0
acc_1610,2128.13,Starter,9,annual,1
acc_1611,247.19,Starter,1,monthly,0
acc_1612,7224.23,Professional,12,monthly,0
acc_1613,1872.49,Starter,8,annual,0
acc_1614,23690.32,Professional,39,monthly,1
acc_1615,207572.79,Enterprise,162,monthly,1
acc_1616,2306.42,Starter,9,annual,1
acc_1617,501.72,Starter,2,monthly,0
acc_1618,28134.63,Professional,43,monthly,1
acc_1619,244.33,Starter,1,monthly,0
acc_1620,1298.21,Starter,6,monthly,0
acc_1621,19546.99,Professional,34,monthly,0
acc_1622,225960.82,Enterprise,195,monthly,0
acc_1623,1695.9,Starter,7,annual,0
acc_1624,221816.66,Enterprise,171,monthly,0
acc_1625,28185.25,Professional,44,monthly,0
acc_1626,21578.71,Professional,38,monthly,0
acc_1627,12648.86,Professional,21,annual,0
acc_1628,495.28,Starter,2,monthly,1
acc_1629,1317.0,Starter,5,annual,0
acc_1630,1087.51,Starter,5,monthly,0
acc_1631,1667.86,Starter,7,monthly,0
acc_1632,69808.74,Enterprise,53,monthly,0
acc_1633,21032.47,Professional,32,monthly,0
acc_1634,21448.43,Professional,37,monthly,0
acc_1635,14040.05,Professional,26,annual,1
acc_1636,236838.36,Enterprise,194,annual,0
acc_1637,123654.27,Enterprise,96,monthly,0
acc_1638,14472.89,Professional,25,monthly,1
acc_1639,260.84,Starter,1,annual,1
acc_1640,1855.76,Starter,8,monthly,1
acc_1641,1226.45,Starter,5,monthly,0
acc_1642,751.97,Starter,3,monthly,1
acc_1643,2093.22,Starter,9,monthly,1
acc_1644,194476.43,Enterprise,167,monthly,0
acc_1645,112123.08,Enterprise,94,monthly,0
acc_1646,11524.08,Professional,18,monthly,0
acc_1647,6625.23,Professional,12,annual,1
acc_1648,19089.1,Professional,31,monthly,0
acc_1649,745.54,Starter,3,monthly,0
acc_1650,167516.75,Enterprise,138,monthly,1
acc_1651,1826.44,Starter,7,annual,0
acc_1652,24489.56,Professional,40,monthly,0
acc_1653,1725.22,Starter,7,monthly,1
acc_1654,63645.01,Enterprise,52,monthly,1
acc_1655,14412.77,Professional,23,monthly,0
acc_1656,6674.99,Professional,12,monthly,1
acc_1657,2071.4,Starter,8,monthly,0
acc_1658,25619.66,Professional,47,monthly,1
acc_1659,19740.46,Professional,32,annual,1
acc_1660,1964.34,Starter,8,monthly,0
acc_1661,213560.37,Enterprise,189,annual,0
acc_1662,211415.5,Enterprise,194,monthly,1
acc_1663,16699.81,Professional,30,monthly,1
acc_1664,916.16,Starter,4,annual,0
acc_1665,215714.8,Enterprise,167,annual,0
acc_1666,257.08,Starter,1,monthly,0
acc_1667,876.26,Starter,4,monthly,1
acc_1668,1379.31,Starter,6,annual,0
acc_1669,1552.12,Starter,6,monthly,1
acc_1670,18757.17,Professional,33,monthly,0
acc_1671,1582.84,Starter,6,monthly,1
acc_1672,23403.65,Professional,41,monthly,0
acc_1673,8801.71,Professional,14,monthly,0
acc_1674,24781.98,Professional,42,annual,0
acc_1675,1557.78,Starter,7,monthly,1
acc_1676,81027.83,Enterprise,71,annual,0
acc_1677,17388.4,Professional,28,monthly,1
acc_1678,232.18,Starter,1,monthly,1
acc_1679,26337.3,Professional,43,monthly,1
acc_1680,225.87,Starter,1,annual,1
acc_1681,1662.72,Starter,7,monthly,0
acc_1682,105858.63,Enterprise,88,monthly,1
acc_1683,943.25,Starter,4,annual,1
acc_1684,6765.0,Professional,12,annual,1
acc_1685,1428.93,Starter,6,monthly,1
acc_1686,109674.06,Enterprise,88,annual,0
acc_1687,1573.89,Starter,6,annual,0
acc_1688,2285.07,Starter,9,monthly,1
acc_1689,26850.07,Professional,48,monthly,0
acc_1690,21190.8,Professional,37,monthly,0
acc_1691,10989.18,Professional,20,monthly,0
acc_1692,10569.28,Professional,19,annual,0
acc_1693,456.07,Starter,2,monthly,0
acc_1694,27633.22,Professional,49,annual,1
acc_1695,6222.02,Professional,11,annual,1
acc_1696,27249.24,Professional,48,monthly,1
acc_1697,921.73,Starter,4,annual,0
acc_1698,19982.53,Professional,36,annual,0
acc_1699,178882.14,Enterprise,156,monthly,0
acc_1700,11206.97,Professional,18,annual,0
acc_1701,909.39,Starter,4,annual,1
acc_1702,26909.79,Professional,48,monthly,0
acc_1703,5481.23,Professional,10,annual,1
acc_1704,1679.99,Starter,7,monthly,0
acc_1705,26923.59,Professional,42,monthly,0
acc_1706,25712.85,Professional,47,annual,0
acc_1707,242.03,Starter,1,annual,1
acc_1708,1236.15,Starter,5,annual,0
acc_1709,977.75,Starter,4,monthly,0
acc_1710,516.25,Starter,2,monthly,1
acc_1711,1287.93,Starter,5,monthly,1
acc_1712,1968.76,Starter,9,monthly,1
acc_1713,1866.6,Starter,8,monthly,1
acc_1714,184908.87,Enterprise,149,annual,1
acc_1715,27480.32,Professional,42,monthly,0
acc_1716,7638.75,Professional,12,monthly,0
acc_1717,72954.79,Enterprise,65,monthly,0
acc_1718,2064.62,Starter,9,monthly,1
acc_1719,25896.88,Professional,41,monthly,1
acc_1720,1670.42,Starter,7,monthly,0
acc_1721,202295.88,Enterprise,167,monthly,0
acc_1722,1716.62,Starter,7,monthly,0
acc_1723,441.92,Starter,2,monthly,0
acc_1724,771.26,Starter,3,monthly,1
acc_1725,100397.88,Enterprise,78,monthly,0
acc_1726,1907.8,Starter,8,monthly,1
acc_1727,492.18,Starter,2,annual,1
acc_1728,1733.73,Starter,7,monthly,0
acc_1729,135064.01,Enterprise,120,annual,1
acc_1730,12177.22,Professional,22,annual,1
acc_1731,16274.42,Professional,30,monthly,0
acc_1732,8444.1,Professional,13,monthly,1
acc_1733,15118.63,Professional,26,annual,0
acc_1734,1320.72,Starter,6,monthly,0
acc_1735,953.43,Starter,4,monthly,0
acc_1736,138366.9,Enterprise,126,monthly,0
acc_1737,7152.99,Professional,13,monthly,0
acc_1738,237071.83,Enterprise,198,annual,1
acc_1739,17430.75,Professional,29,annual,1
acc_1740,12801.96,Professional,21,monthly,1
acc_1741,21656.51,Professional,35,monthly,0
acc_1742,27908.64,Professional,45,monthly,1
acc_1743,947.14,Starter,4,annual,0
acc_1744,740.67,Starter,3,monthly,1
acc_1745,14414.22,Professional,25,annual,1
acc_1746,1423.1,Starter,6,monthly,0
acc_1747,704.64,Starter,3,annual,0
acc_1748,209776.54,Enterprise,181,monthly,0
acc_1749,199019.97,Enterprise,175,annual,1
acc_1750,8790.64,Professional,16,monthly,1
acc_1751,25229.79,Professional,42,annual,1
acc_1752,2176.11,Starter,9,monthly,1
acc_1753,6383.72,Professional,11,monthly,0
acc_1754,27598.25,Professional,42,monthly,0
acc_1755,13957.21,Professional,23,monthly,0
acc_1756,191417.65,Enterprise,148,monthly,0
acc_1757,973.46,Starter,4,monthly,1
acc_1758,900.46,Starter,4,monthly,0
acc_1759,19051.69,Professional,29,monthly,0
acc_1760,29727.05,Professional,46,monthly,1
acc_1761,477.24,Starter,2,monthly,0
acc_1762,187825.09,Enterprise,165,monthly,0
acc_1763,72540.21,Enterprise,64,monthly,0
acc_1764,177008.84,Enterprise,139,monthly,0
acc_1765,201772.28,Enterprise,184,monthly,0
acc_1766,240461.23,Enterprise,195,annual,0
acc_1767,170241.27,Enterprise,138,monthly,1
acc_1768,20228.2,Professional,36,monthly,0
acc_1769,499.67,Starter,2,monthly,1
acc_1770,1749.02,Starter,7,annual,0
acc_1771,1164.01,Starter,5,monthly,1
acc_1772,17940.15,Professional,30,annual,0
acc_1773,253412.92,Enterprise,198,monthly,0
acc_1774,6630.56,Professional,11,monthly,0
acc_1775,737.01,Starter,3,monthly,0
acc_1776,1414.88,Starter,6,monthly,1
acc_1777,1339.08,Starter,6,monthly,0
acc_1778,263.91,Starter,1,monthly,0
acc_1779,724.54,Starter,3,annual,1
acc_1780,1160.75,Starter,5,monthly,1
acc_1781,1751.83,Starter,7,monthly,0
acc_1782,15362.47,Professional,25,annual,0
acc_1783,908.72,Starter,4,annual,1
acc_1784,18066.47,Professional,28,monthly,1
acc_1785,7130.61,Professional,13,annual,0
acc_1786,1960.59,Starter,8,monthly,1
acc_1787,11349.59,Professional,19,monthly,0
acc_1788,693.82,Starter,3,monthly,0
acc_1789,1534.0,Starter,6,monthly,0
acc_1790,204188.57,Enterprise,165,monthly,0
acc_1791,19565.34,Professional,31,monthly,1
acc_1792,12384.94,Professional,21,monthly,0
acc_1793,241642.49,Enterprise,185,monthly,0
acc_1794,80228.62,Enterprise,69,annual,0
acc_1795,1448.94,Starter,6,monthly,0
acc_1796,170833.96,Enterprise,131,monthly,1
acc_1797,182594.25,Enterprise,166,annual,0
acc_1798,1991.01,Starter,9,annual,0
acc_1799,7252.33,Professional,11,annual,1
acc_1800,1050.51,Starter,4,monthly,1
acc_1801,6958.65,Professional,11,monthly,0
acc_1802,25718.41,Professional,43,monthly,1
acc_1803,1682.04,Starter,7,monthly,0
acc_1804,132440.81,Enterprise,116,monthly,0
acc_1805,131407.95,Enterprise,111,monthly,0
acc_1806,79296.1,Enterprise,67,annual,1
acc_1807,217.73,Starter,1,monthly,0
acc_1808,237.75,Starter,1,monthly,0
acc_1809,167321.09,Enterprise,140,monthly,0
acc_1810,495.92,Starter,2,annual,0
acc_1811,16253.31,Professional,27,monthly,1
acc_1812,204601.82,Enterprise,159,monthly,0
acc_1813,934.57,Starter,4,annual,1
acc_1814,1414.0,Starter,6,annual,0
acc_1815,15214.45,Professional,25,annual,1
acc_1816,902.92,Starter,4,annual,1
acc_1817,16442.15,Professional,28,monthly,0
acc_1818,1493.62,Starter,6,annual,1
acc_1819,471.53,Starter,2,monthly,1
acc_1820,136246.74,Enterprise,105,monthly,0
acc_1821,20870.43,Professional,34,monthly,0
acc_1822,21779.63,Professional,39,monthly,0
acc_1823,2154.58,Starter,9,monthly,0
acc_1824,9476.6,Professional,15,monthly,1
acc_1825,165409.98,Enterprise,134,monthly,0
acc_1826,23264.34,Professional,36,monthly,1
acc_1827,15119.95,Professional,24,monthly,1
acc_1828,656.87,Starter,3,monthly,1
acc_1829,22140.06,Professional,40,monthly,0
acc_1830,245952.0,Enterprise,199,monthly,0
acc_1831,64821.42,Enterprise,57,monthly,1
acc_1832,18926.75,Professional,31,monthly,0
acc_1833,238784.86,Enterprise,188,monthly,0
acc_1834,1705.85,Starter,7,annual,0
acc_1835,12387.03,Professional,21,monthly,0
acc_1836,247.02,Starter,1,monthly,1
acc_1837,10587.45,Professional,19,monthly,1
acc_1838,2005.71,Starter,8,annual,0
acc_1839,194576.62,Enterprise,156,monthly,1
acc_1840,18051.85,Professional,30,monthly,0
acc_1841,917.53,Starter,4,annual,0
acc_1842,25428.31,Professional,40,monthly,1
acc_1843,27056.97,Professional,45,monthly,1
